,Agaricales,Boletales,Botryosphaeriales,Cantharellales,Capnodiales,Chaetothyriales,Chytridiales,Cladosporiales,Cystofilobasidiales,Diaporthales,Dipodascales,Diversisporales,Dothideales,Entomophthorales,Erysiphales,Eurotiales,Filobasidiales,Glomerellales,Helotiales,Hymenochaetales,Hypocreales,Kickxellales,Lecanorales,Lipomycetales,Magnaporthales,Microascales,Microstromatales,Mortierellales,Mucorales,Mycosphaerellales,Neocallimastigales,Onygenales,Ophiostomatales,Orbiliales,Ostropales,Pezizales,Phaffomycetales,Pichiales,Pleosporales,Polyporales,Pucciniales,Rhizophydiales,Russulales,Saccharomycetales,Serinales,Sordariales,Spizellomycetales,Teloschistales,Trapeliales,Tremellales,Trichosporonales,Trypetheliales,Ustilaginales,Xylariales,Zoopagales
Microascales,3.633374380468424e-07,2.40071574364354e-15,0.5682711049326127,0.011247717361903598,0.529367903550709,0.0024700677513424265,0.22694288502921015,0.9713168499010014,0.0008205833456841371,0.6409143889269118,0.0367259882848747,0.004330122279311731,0.4287807907229542,0.3503685819510081,1.8096650840212455e-07,0.0005723197681002257,0.00022645157002289533,0.6506500751185342,0.43039309452166197,1.4997752967046063e-05,0.33549681915154345,0.1170633725524891,0.9227590344912191,4.148094924195416e-05,0.8586237492820789,1.0,9.334453994825357e-05,4.414514174993969e-07,3.0743373964441352e-12,0.3796254404457048,0.1664511813809599,2.479959913552085e-07,0.5979574823023917,0.18833230032191403,0.8354960561518845,0.0028110972957200884,0.23219095789323346,0.0008489317033813039,0.10619823019545933,6.322895077057362e-07,5.732120574048675e-06,0.1234694608715237,1.7829749101066267e-07,0.008694181993300047,4.898248268752237e-06,0.6132436610111932,0.005300909040652874,0.015588457443688664,0.6703681980261899,0.0031017878359048297,0.27419588856129384,0.22404000591387083,3.034464454454334e-10,0.8483623327841655,0.07438854751532184
Microstromatales,0.14897695312939502,0.9713168499010014,4.9157832945976085e-05,0.1525843675222739,0.013370600862189783,0.11033290898489151,4.484496091788064e-06,0.0018842478092594784,0.5761757967969223,2.6216619593350643e-05,0.01782476508356138,0.2878267026254933,0.00014653669418209257,0.02711309667257502,0.6319670781185356,0.18474362235993008,0.8944201511206664,0.0002744885178624191,2.0553292885135937e-06,0.3804826216104533,0.0002768878763419673,0.043485968630046286,0.00014609885140172562,0.9085871506266047,0.0003303250928109794,9.334453994825357e-05,1.0,0.7948230983416344,0.9556696147982653,0.00040874408215951113,1.7551527601180984e-05,0.42488714228931906,0.0008355296165186428,2.2096827312938994e-05,0.004237233419608457,0.04298187890552246,0.03058650302474363,0.23798177197047723,0.0010234696516771263,0.19910124099841317,0.9658117842623044,0.05839157393446466,0.7313687711706809,0.024608095063059995,0.17407693100522117,7.661985947927705e-06,0.3408273254255366,0.07115886545299306,0.00795804999991989,0.13090609229846564,0.01710947559498465,3.087583371307307e-05,0.6002092444532189,1.8979804013128e-05,0.04752188747848352
Mortierellales,0.0776294318024211,0.5990748518812007,7.845282035056362e-07,0.13853830863958602,0.00716009784952307,0.0734532742465913,1.3253797057932793e-08,0.000561905086041539,0.6988053910116218,7.668788223351446e-08,0.003936322596371458,0.3114163143917976,1.8654766018811453e-05,0.017459158918250034,0.3503685819510081,0.15597263816698692,0.9317782364766232,3.0790200021118654e-05,9.936929537064654e-12,0.4155023132385128,3.3497919350732735e-07,0.02784326748448524,1.00645686024703e-06,0.6858497823258132,2.314794471459811e-05,4.414514174993969e-07,0.7948230983416344,1.0,0.7390273823477805,1.5986216480314582e-06,1.0333662544338644e-06,0.47270744146093796,3.348530745704943e-05,1.45483257400708e-06,0.001591938151548805,0.013439928839280416,0.01836558613600986,0.23198178526960708,4.425986003159246e-06,0.14019300037482352,0.728649217756193,0.04298187890552246,0.9193508388288875,0.005051990495675132,0.11760018753245212,6.381676963818049e-10,0.3837170498216318,0.04281994025095948,0.0036653176802691682,0.09946656500664615,0.0076726386243598215,2.3760387762147307e-06,0.27513754515753036,3.63433157793485e-09,0.029296586298346833
Mucorales,0.0005627339676970471,0.8216475981544034,5.211811372710568e-10,0.03972173127216753,0.001100634505672888,0.008239892634218034,4.687392127320026e-13,4.129320426219397e-05,0.4782768156915853,4.87064590287027e-13,4.021015059942354e-05,0.1415921089679686,5.222868005169112e-07,0.003573841515204955,0.43812070471181613,0.029777033514396672,0.9074616973308162,6.431699782158978e-07,6.324609336361461e-27,0.14784478092159054,7.128361731981888e-17,0.0044732720297520085,2.1757781764029263e-11,0.8262772175230527,1.8176806354666499e-07,3.0743373964441352e-12,0.9556696147982653,0.7390273823477805,1.0,2.6996956334957847e-13,1.4063874414120234e-08,0.1420549908579557,3.423724850204125e-08,2.1464564825031082e-08,0.00016382412853680015,0.00015714610114912737,0.0031017878359048297,0.06927700057445534,2.330647696324022e-14,0.005143282940224487,0.8966770639306687,0.009950624942245261,0.6150657518287045,2.5114788066410713e-05,0.005052315537071098,2.2563360612887092e-20,0.2047670951889925,0.004775704432240265,0.000470453407389734,0.016173733313597928,0.0007491939490996021,3.880429112233291e-08,0.33913207880452784,5.248214062936718e-19,0.004084620927974323
Mycosphaerellales,1.63162001815193e-07,9.520398768720434e-19,0.16500942049550815,0.042707628457421966,0.8868864297715682,0.011806800814284125,0.02992614658080907,0.5875132815581846,0.003474915493190856,0.15042334603302263,0.1479796672922697,0.01716595028752383,0.1580331604357495,0.6619641022368438,7.845282035056362e-07,0.002847492547655706,0.0009307425444088595,0.27799681476242033,0.01779902025903577,6.255920522980545e-05,0.9961282320075433,0.30604122335162187,0.4645197009732972,0.00019138744866022803,0.39619991591867554,0.3796254404457048,0.00040874408215951113,1.5986216480314582e-06,2.6996956334957847e-13,1.0,0.03961262674033421,4.7505504521387205e-07,0.8705808476727278,0.04652336008951984,0.7901631146561563,0.014121566910347617,0.5006463591713696,0.004092288398203454,0.4600420268655405,6.652379050003294e-07,2.666225244571735e-05,0.30775698387485845,5.122274753991847e-07,0.04289300418061204,1.1624078925327173e-05,0.07322202806359142,0.019805830289666145,0.0624432755702355,0.9686355951625608,0.014332574082981251,0.5893517126490978,0.05967293721999377,7.047313194978612e-10,0.16752921663064768,0.22178036164990192
Neocallimastigales,1.1565430745347407e-05,2.1077803233998493e-09,0.42131883786968466,0.001411904622082055,0.09891204663091559,0.0004959166295714893,0.6970465187564848,0.2969719156345897,0.00012986867666858992,0.31984314041438067,0.0044732720297520085,0.0005776982890122773,0.6858497823258132,0.05587248277497516,1.7829749101066267e-07,0.00016933238441817504,3.582357830385516e-05,0.4645197009732972,0.31636034826710974,1.529818762771411e-05,0.03384443772209481,0.013666858193989924,0.14632431203753948,9.01825554345553e-06,0.2953416478245785,0.1664511813809599,1.7551527601180984e-05,1.0333662544338644e-06,1.4063874414120234e-08,0.03961262674033421,1.0,2.5143800359819133e-06,0.08074382214028217,0.9658117842623044,0.20127150049712972,0.000704845802870888,0.0313185419575368,0.0001919829025487498,0.012355967886694016,9.632890842589793e-06,2.4461462608032675e-06,0.015099778423553015,8.213354316270759e-07,0.0015946085140509628,2.079018375965371e-05,0.2637414335810668,0.0006709236210255759,0.0019851496582340214,0.14019074566885156,0.0005451237890447811,0.03634369476495308,0.9160931753803223,8.444667191572264e-09,0.18430029120220048,0.008361686751539109
Onygenales,0.24634280146408605,0.05467756859228555,1.1594803696924235e-06,0.32333471075531117,0.019325729645791684,0.2038659359532206,9.40506430957549e-09,0.001591938151548805,0.9346240819785231,3.8407572929174965e-08,0.010887722795696024,0.6055527175073219,4.813424734740707e-05,0.045149094478038984,0.09158678921518214,0.39550482510384816,0.552765203352625,8.080031393054052e-05,4.408651712478834e-15,0.8646615501001714,2.0281038310200648e-08,0.07428156287109736,7.551313810554725e-07,0.32908853926771975,5.3391945026087716e-05,2.479959913552085e-07,0.42488714228931906,0.47270744146093796,0.1420549908579557,4.7505504521387205e-07,2.5143800359819133e-06,1.0,5.982982675433073e-05,3.633593859038039e-06,0.004481589606384389,0.03972173127216753,0.049015078342028895,0.5242357008649818,7.551313810554725e-07,0.4164113896163562,0.31984314041438067,0.11051920432153702,0.527847132158376,0.013862628539563592,0.3466442848509376,9.936929537064654e-12,0.7029040602383698,0.12049351195048104,0.010152164032012263,0.2610171053960986,0.021745638330195355,5.9845919615656116e-06,0.03750778321218802,9.793886851719527e-11,0.07928222972004796
Ophiostomatales,0.00024501709929865555,7.047313194978612e-10,0.3059669988609181,0.05669676148301389,0.8094174380741654,0.026209076515826366,0.09664215885080359,0.7040894271375067,0.005987470983091534,0.32705411745856433,0.18647731435467535,0.025276807652856833,0.24728710199430326,0.6055527175073219,6.672052210109857e-06,0.008987458342793273,0.0017308817024988298,0.39619991591867554,0.16339667019643217,0.0006655870680851872,0.8586237492820789,0.3010112583490247,0.6811013812799895,0.00043259280368670316,0.5481913870910091,0.5979574823023917,0.0008355296165186428,3.348530745704943e-05,3.423724850204125e-08,0.8705808476727278,0.08074382214028217,5.982982675433073e-05,1.0,0.09401736813307168,0.8944201511206664,0.03972173127216753,0.47211850338565226,0.010059973744286922,0.48846498760221874,0.00023688731761640792,0.00012009127134848769,0.299513000175706,2.2541374087189085e-05,0.08453549943147295,0.0007222357172509833,0.2757947417622199,0.02711309667257502,0.08552622230182129,0.9531081417767834,0.027942669692286835,0.5477063859879167,0.11437327010555969,1.1228071960296628e-07,0.4277237313851377,0.229512346238275
Orbiliales,1.611538842176812e-05,3.4723307089540696e-09,0.4579767228693838,0.0017308817024988298,0.11102593417105129,0.0006318843473785978,0.7329161272006549,0.32244363390071074,0.00016389571967304596,0.3503685819510081,0.005546045484567839,0.0007181209664817521,0.7194566792415545,0.06350354509095738,2.41415580633898e-07,0.00022108397579640758,4.5965317262983095e-05,0.49566540501800616,0.3503685819510081,2.051330448102441e-05,0.04058700633399424,0.016058243316912715,0.1660886774609768,1.1684504188803097e-05,0.32333471075531117,0.18833230032191403,2.2096827312938994e-05,1.45483257400708e-06,2.1464564825031082e-08,0.04652336008951984,0.9658117842623044,3.633593859038039e-06,0.09401736813307168,1.0,0.22233835786833506,0.0009147787666149174,0.0362598925342179,0.0002451307630987617,0.015329009798761095,1.362259509645886e-05,3.3022078609952117e-06,0.017688488904808775,1.1932702971664953e-06,0.0020385216859515705,2.8496537275302888e-05,0.2952063479811132,0.0008278950517304263,0.002500653460431093,0.15465011597938355,0.0006910995382069029,0.04175680205544995,0.9523838993541097,1.2831368591791769e-08,0.20801815157254813,0.010123204968469414
Ostropales,0.015948266199865453,5.68460856178036e-05,0.5432020532691669,0.10982646547895411,0.7511693993745777,0.0812072762427749,0.292937947793945,0.8478773194052908,0.019805830289666145,0.5978872956956215,0.2821307596874842,0.0586914976186018,0.4195886405829778,0.588482475925438,0.00023414712544703636,0.04298187890552246,0.007206986023144301,0.5911906167864965,0.49566540501800616,0.010634525920784866,0.7824196988523706,0.3440990795787566,0.8906839639078121,0.002610431432747955,0.7451475055972647,0.8354960561518845,0.004237233419608457,0.001591938151548805,0.00016382412853680015,0.7901631146561563,0.20127150049712972,0.004481589606384389,0.8944201511206664,0.22233835786833506,1.0,0.1233522171216934,0.480260764361205,0.04074879652126938,0.5521803141997197,0.01291961753335733,0.0015733152926360522,0.33704931049734754,0.0016156546001266474,0.18759580102120665,0.01907737862993619,0.5969261049849391,0.05741109587576418,0.15663355300760445,0.8717520678322316,0.07928222972004796,0.5461811898602122,0.25209626154366,4.9157832945976085e-05,0.7329161272006549,0.2878267026254933
Pezizales,0.17744330427303515,7.5028787318236055e-06,0.0018210508068024721,0.7329161272006549,0.2878267026254933,0.7064236312773505,8.922110063641295e-05,0.06416299512777768,0.18775465233435853,0.0005977110121639021,0.5682711049326127,0.4670393639537867,0.006050311682823794,0.4532152704143792,0.0017735046358651405,0.44093527386713893,0.07179904543130859,0.011786409126160666,1.2198887109015856e-06,0.11934405749523416,0.006538199693875792,0.7028306558447316,0.004874702860607586,0.02713360774597943,0.014757906623305693,0.0028110972957200884,0.04298187890552246,0.013439928839280416,0.00015714610114912737,0.014121566910347617,0.000704845802870888,0.03972173127216753,0.03972173127216753,0.0009147787666149174,0.1233522171216934,1.0,0.5319778671480221,0.39619991591867554,0.041824786235232524,0.13959060155186273,0.015783458318184233,0.7573051429617716,0.012508624195818434,0.7491234774760545,0.22608459973881223,3.087583371307307e-05,0.4363744964939686,0.9807993372894199,0.19874681470922295,0.6713981546917829,0.3974347023771484,0.0013310745814533078,0.0001396974161710876,0.0001396974161710876,0.7674002319985099
Phaffomycetales,0.14563355590137783,0.0013310745814533078,0.11681618179216964,0.4185328701769005,0.728649217756193,0.38093719483645255,0.036475537295374734,0.3466442848509376,0.11318326988114456,0.12023227245244335,0.8360159141067255,0.2656199630813861,0.10129610866372202,0.9067163187389387,0.0028954594120311314,0.24721518381734858,0.04652336008951984,0.16749352885636717,0.06130404065521581,0.0891885107421103,0.4886785003666531,0.8478773194052908,0.27044792630704767,0.02020663868638925,0.23333032209282423,0.23219095789323346,0.03058650302474363,0.01836558613600986,0.0031017878359048297,0.5006463591713696,0.0313185419575368,0.049015078342028895,0.47211850338565226,0.0362598925342179,0.480260764361205,0.5319778671480221,1.0,0.22603045907184,0.7329161272006549,0.11977325417620407,0.015073529193411902,0.8142352401324929,0.01953949200238873,0.6873010459309637,0.15597263816698692,0.09878515989133196,0.25083189401929734,0.5626366252600681,0.6055527175073219,0.36614249658009523,0.9105880242149254,0.043485968630046286,0.0008815960221698015,0.1522569669430922,0.7723023855228595
Pichiales,0.9713168499010014,0.034385164271551694,0.0005120925503716824,0.7408590778185634,0.11051920432153702,0.6858497823258132,3.124382507038002e-05,0.019702778396603508,0.5979574823023917,0.00021065482699084726,0.18775465233435853,0.9864515544145238,0.0016317352952910937,0.19312388565813543,0.04327356553244773,0.9160931753803223,0.32244363390071074,0.003169661219426376,4.01917388228691e-06,0.675531268629363,0.002387535257128912,0.31404825169893086,0.001411904622082055,0.17728492639190485,0.0038552347094687857,0.0008489317033813039,0.23798177197047723,0.23198178526960708,0.06927700057445534,0.004092288398203454,0.0001919829025487498,0.5242357008649818,0.010059973744286922,0.0002451307630987617,0.04074879652126938,0.39619991591867554,0.22603045907184,1.0,0.011247717361903598,0.9138561108253589,0.16231699175972744,0.36712080419792587,0.25552434325006174,0.25567024631989116,0.9961282320075433,2.8938392869141583e-05,0.9317224870699912,0.49000396271322255,0.07117971407516399,0.7329161272006549,0.14897695312939502,0.0003535455319985774,0.018887539514584443,9.334453994825357e-05,0.3455779121649739
Pleosporales,2.5931458113675193e-08,4.555551337747016e-23,0.04735895204687659,0.09460669734672814,0.8906839639078121,0.03261282992888689,0.004293449132501171,0.36712080419792587,0.008349453850310263,0.02866290812670446,0.3305762904081641,0.03972173127216753,0.06867139920988116,0.8906782747068839,2.3506574952043644e-06,0.008212834837720387,0.002321751730243611,0.1291997452350478,9.334453994825357e-05,0.0001881325927336755,0.3696673229495645,0.5005680619140399,0.1525843675222739,0.0004920725530139531,0.1848540101454432,0.10619823019545933,0.0010234696516771263,4.425986003159246e-06,2.330647696324022e-14,0.4600420268655405,0.012355967886694016,7.551313810554725e-07,0.48846498760221874,0.015329009798761095,0.5521803141997197,0.041824786235232524,0.7329161272006549,0.011247717361903598,1.0,4.949110609023545e-07,7.7837644548702e-05,0.49000396271322255,1.2180693660625893e-06,0.12011512025135197,1.9453845395532236e-05,0.0032139758533495685,0.0429981140175986,0.1420549908579557,0.7303291510779184,0.03782049304726192,0.8492495120225676,0.020478870995162404,1.5288776124096872e-09,0.013042867492386256,0.3941913704727667
Polyporales,0.7643903202164504,0.00023414712544703636,4.409719158216007e-06,0.6031628103521686,0.048717642914527695,0.48221227833202374,2.85358756929503e-08,0.004803674205556031,0.5976164100562378,1.0440859172010164e-07,0.04020477493172726,0.94344385580989,0.00017229560802321293,0.10649649809793862,0.019031859105941476,0.781575715235734,0.2890354134369509,0.0002905308354192831,1.1556867416123779e-17,0.6570408848785777,5.404528317674829e-09,0.17800897263347895,2.245397015670501e-06,0.1397719320690411,0.00021008040419872895,6.322895077057362e-07,0.19910124099841317,0.14019300037482352,0.005143282940224487,6.652379050003294e-07,9.632890842589793e-06,0.4164113896163562,0.00023688731761640792,1.362259509645886e-05,0.01291961753335733,0.13959060155186273,0.11977325417620407,0.9138561108253589,4.949110609023545e-07,1.0,0.11196341218054925,0.23798177197047723,0.1479796672922697,0.052913319402090195,0.8557922712726214,1.623340067126216e-12,0.9842011577298135,0.299513000175706,0.027372424124045662,0.5614355760824775,0.060055773408773834,2.1520378745664653e-05,0.0029101855510159243,2.4674976655314686e-11,0.19463026670177308
Pucciniales,0.07237259040416383,0.9807993372894199,4.409719158216007e-06,0.09926049511410193,0.006050311682823794,0.05839157393446466,1.9820515848121002e-07,0.0006123553234277959,0.5039769602833889,1.2286710338485958e-06,0.005365040639858227,0.21658246833961906,2.9286297497613414e-05,0.013879848364136357,0.6374834553959481,0.11475824510437077,0.8483623327841655,5.3391945026087716e-05,1.684916567604645e-08,0.28533399588162345,1.3598994242188832e-05,0.022231385884825497,1.0613610141304876e-05,0.9358065345162361,5.323982283426512e-05,5.732120574048675e-06,0.9658117842623044,0.728649217756193,0.8966770639306687,2.666225244571735e-05,2.4461462608032675e-06,0.31984314041438067,0.00012009127134848769,3.3022078609952117e-06,0.0015733152926360522,0.015783458318184233,0.015073529193411902,0.16231699175972744,7.7837644548702e-05,0.11196341218054925,1.0,0.033230447382340766,0.6509757980861003,0.007467805556823913,0.09481670050402301,1.3552977706263682e-07,0.27161964691737983,0.03584666657965978,0.0033350982598484417,0.07459402036869094,0.0071606021604064245,4.978170481685576e-06,0.5979574823023917,4.414534514504031e-07,0.023906915881316836
Rhizophydiales,0.2845572852529069,0.004815589606733717,0.05839157393446466,0.5969261049849391,0.5547404836534889,0.5730363689756187,0.01545821183745323,0.229512346238275,0.19150097386729828,0.057440810077218726,0.9438037776642124,0.40300066026380266,0.055619999081690616,0.7277425916669852,0.007423711887637829,0.40106975921476046,0.08657887064985773,0.09674711805472003,0.02396428527973397,0.17371505745244045,0.2914227652052093,0.9658117842623044,0.1479796672922697,0.04074879652126938,0.13662222414121786,0.1234694608715237,0.05839157393446466,0.04298187890552246,0.009950624942245261,0.30775698387485845,0.015099778423553015,0.11051920432153702,0.299513000175706,0.017688488904808775,0.33704931049734754,0.7573051429617716,0.8142352401324929,0.36712080419792587,0.49000396271322255,0.23798177197047723,0.033230447382340766,1.0,0.04658948290423593,0.9207335238047295,0.2936774942209898,0.04244207944671077,0.38093719483645255,0.7674002319985099,0.4456999159460335,0.5505577010254038,0.7176104106170603,0.022020172646022247,0.0028234174953322027,0.07147907417156998,0.9724316739874886
Russulales,0.07713959101479638,0.4645197009732972,4.833978695854828e-07,0.15095089538960746,0.007507868517136416,0.07818313984430114,5.453258736196244e-09,0.0005563850389128431,0.7491234774760545,2.788016469284147e-08,0.0035029112559296733,0.34160775863677706,1.6494814437599313e-05,0.018704722144772798,0.2856950812801134,0.17118120141862078,0.8705808476727278,2.666225244571735e-05,3.896009835444896e-13,0.46259003608185006,6.484841756887806e-08,0.029777033514396672,4.6048838814376795e-07,0.610581833009785,1.8713542490358992e-05,1.7829749101066267e-07,0.7313687711706809,0.9193508388288875,0.6150657518287045,5.122274753991847e-07,8.213354316270759e-07,0.527847132158376,2.2541374087189085e-05,1.1932702971664953e-06,0.0016156546001266474,0.012508624195818434,0.01953949200238873,0.25552434325006174,1.2180693660625893e-06,0.1479796672922697,0.6509757980861003,0.04658948290423593,1.0,0.004374550565583738,0.1234694608715237,6.869340243650054e-11,0.42046412120896176,0.04509538191570914,0.0038030424521336777,0.1084627252009853,0.007904309485097759,1.989099767546989e-06,0.20254577047276368,5.151673120414688e-10,0.031037251076297977
Saccharomycetales,0.06621319841296082,6.980135097234261e-07,0.004858920882867901,0.5607830050052907,0.3955763806832725,0.49566540501800616,0.0003093500044278373,0.10503411261042478,0.11969541704092646,0.0020495775225172603,0.7919923395567064,0.33237537239900294,0.011946253227004251,0.588482475925438,0.0007043707448938376,0.2796736118530162,0.04230543655534887,0.023091954519407192,1.209469884328817e-05,0.05657565852335996,0.025035421136562673,0.8705808476727278,0.014345515096951623,0.014675657137275516,0.030784032765113274,0.008694181993300047,0.024608095063059995,0.005051990495675132,2.5114788066410713e-05,0.04289300418061204,0.0015946085140509628,0.013862628539563592,0.08453549943147295,0.0020385216859515705,0.18759580102120665,0.7491234774760545,0.6873010459309637,0.25567024631989116,0.12011512025135197,0.052913319402090195,0.007467805556823913,0.9207335238047295,0.004374550565583738,1.0,0.10250105749415063,0.00019138744866022803,0.3151722993008509,0.7808936382691439,0.2878267026254933,0.47598299641487596,0.5477063859879167,0.0028954594120311314,3.4783859921654536e-05,0.0007164392211068703,0.9482681100194102
Serinales,0.9578244176682335,0.00036679814194912465,1.6060172628604176e-05,0.6988053910116218,0.06721562414972744,0.5931197087557096,1.7829749101066267e-07,0.007645613683082884,0.5397743931013085,7.686431710097903e-07,0.07322202806359142,0.9819778711024539,0.00032461187830731337,0.13712132318469542,0.015948266199865453,0.8944201511206664,0.25413657069885015,0.0005772268957526933,5.3996294636000906e-14,0.566686049893687,4.924062950958057e-07,0.229512346238275,1.4608078971904226e-05,0.12037231279716458,0.00048319759668631265,4.898248268752237e-06,0.17407693100522117,0.11760018753245212,0.005052315537071098,1.1624078925327173e-05,2.079018375965371e-05,0.3466442848509376,0.0007222357172509833,2.8496537275302888e-05,0.01907737862993619,0.22608459973881223,0.15597263816698692,0.9961282320075433,1.9453845395532236e-05,0.8557922712726214,0.09481670050402301,0.2936774942209898,0.1234694608715237,0.10250105749415063,1.0,2.647454096825589e-10,0.9171111023337681,0.3837170498216318,0.0389114339919401,0.6703681980261899,0.08594045935909868,4.4976628929649196e-05,0.0025242811136423275,2.709555181479619e-09,0.2536708522437833
Sordariales,3.7368970572156396e-14,4.063422403030758e-28,0.8324233409772092,0.0014521906332194319,0.32004146817658097,7.7837644548702e-05,0.3837170498216318,0.800965372630335,7.784958180682123e-05,0.9578244176682335,0.002920006802564541,0.0005054258614671124,0.6058928453312769,0.18474362235993008,1.702528995353003e-09,1.0613610141304876e-05,2.111495477968102e-05,0.8790265611181508,0.7832711858230591,4.102278652595325e-08,0.03981264089586321,0.03596625715755059,0.5381739278860994,2.8739215211923054e-06,0.8828034470452518,0.6132436610111932,7.661985947927705e-06,6.381676963818049e-10,2.2563360612887092e-20,0.07322202806359142,0.2637414335810668,9.936929537064654e-12,0.2757947417622199,0.2952063479811132,0.5969261049849391,3.087583371307307e-05,0.09878515989133196,2.8938392869141583e-05,0.0032139758533495685,1.623340067126216e-12,1.3552977706263682e-07,0.04244207944671077,6.869340243650054e-11,0.00019138744866022803,2.647454096825589e-10,1.0,0.0007842933898849417,0.0014960489168596356,0.4368181356860862,0.00014496300693653656,0.11475824510437077,0.34365890026857127,4.316990366014402e-14,0.7194029488733185,0.01779902025903577
Spizellomycetales,0.8944201511206664,0.14784478092159054,0.002500653460431093,0.7140882981801331,0.1335708755555236,0.6659592882866466,0.00034579110178728896,0.03158195470874633,0.7140882981801331,0.0017807394224240837,0.24269273133836444,0.9482681100194102,0.003999878696234636,0.2161562952758432,0.1033661048754467,0.8571327278848266,0.4301086499819337,0.007549499568813646,0.00028591508067544053,0.8062255432447241,0.0159665158494466,0.3355695754082331,0.007423711887637829,0.27161964691737983,0.010230381856823775,0.005300909040652874,0.3408273254255366,0.3837170498216318,0.2047670951889925,0.019805830289666145,0.0006709236210255759,0.7029040602383698,0.02711309667257502,0.0008278950517304263,0.05741109587576418,0.4363744964939686,0.25083189401929734,0.9317224870699912,0.0429981140175986,0.9842011577298135,0.27161964691737983,0.38093719483645255,0.42046412120896176,0.3151722993008509,0.9171111023337681,0.0007842933898849417,1.0,0.4992349628365101,0.09241123321109158,0.7086237401294654,0.1816256613278683,0.0011184738166723396,0.06922721170319852,0.0017038691265508629,0.36712080419792587
Teloschistales,0.3659206528905659,0.0014395220414254283,0.007349203382623393,0.7808936382691439,0.3267636861876026,0.7674002319985099,0.0008129883138072165,0.09079333378005872,0.24863322410382535,0.004717133187458196,0.6255904693878285,0.5368385747442371,0.012245007867070237,0.4847095235449717,0.006303337899624657,0.5440537947200199,0.10848158656678726,0.023176722070695748,0.0003693033509286325,0.2161562952758432,0.04819961112494452,0.7194029488733185,0.02209074251830664,0.047239903684915104,0.03203910548013899,0.015588457443688664,0.07115886545299306,0.04281994025095948,0.004775704432240265,0.0624432755702355,0.0019851496582340214,0.12049351195048104,0.08552622230182129,0.002500653460431093,0.15663355300760445,0.9807993372894199,0.5626366252600681,0.49000396271322255,0.1420549908579557,0.299513000175706,0.03584666657965978,0.7674002319985099,0.04509538191570914,0.7808936382691439,0.3837170498216318,0.0014960489168596356,0.4992349628365101,1.0,0.23798177197047723,0.7341421276485768,0.4445976007501059,0.0034007145748256263,0.001487273127076432,0.003805338428850924,0.7806789234437745
Trapeliales,0.03389803715197144,0.00018832819904428458,0.4052772648367469,0.16749352885636717,0.8906839639078121,0.13558001433965633,0.19838014730842796,0.7153391515311445,0.03474329149556434,0.44865429785985783,0.4004884108872032,0.09567100124371676,0.3192818885761946,0.719732589243897,0.0005451237890447811,0.07616325003834531,0.013082316843228258,0.4645197009732972,0.3480409489484029,0.021362993555851393,0.9663841897944319,0.4600420268655405,0.7220203074408076,0.005012911313522161,0.5979574823023917,0.6703681980261899,0.00795804999991989,0.0036653176802691682,0.000470453407389734,0.9686355951625608,0.14019074566885156,0.010152164032012263,0.9531081417767834,0.15465011597938355,0.8717520678322316,0.19874681470922295,0.6055527175073219,0.07117971407516399,0.7303291510779184,0.027372424124045662,0.0033350982598484417,0.4456999159460335,0.0038030424521336777,0.2878267026254933,0.0389114339919401,0.4368181356860862,0.09241123321109158,0.23798177197047723,1.0,0.1313711144072577,0.6870919370391828,0.1790506381712293,0.0001422139566912675,0.5607830050052907,0.3954285246997809
Tremellales,0.6703681980261899,0.005719205503686663,0.001651588358650516,0.9807993372894199,0.1915314031307009,0.9578244176682335,0.0001283568160665793,0.0414425474576241,0.39578698106374377,0.000793902286454503,0.35985350273620725,0.751309860471399,0.0041642844579452476,0.3151722993008509,0.015689935670489142,0.8062255432447241,0.18787226423767533,0.007993284882990266,2.2074911493932153e-05,0.39619991591867554,0.009210853977702488,0.48967500931385316,0.004815589606733717,0.09182678247044841,0.010310085113220503,0.0031017878359048297,0.13090609229846564,0.09946656500664615,0.016173733313597928,0.014332574082981251,0.0005451237890447811,0.2610171053960986,0.027942669692286835,0.0006910995382069029,0.07928222972004796,0.6713981546917829,0.36614249658009523,0.7329161272006549,0.03782049304726192,0.5614355760824775,0.07459402036869094,0.5505577010254038,0.1084627252009853,0.47598299641487596,0.6703681980261899,0.00014496300693653656,0.7086237401294654,0.7341421276485768,0.1313711144072577,1.0,0.26483949091975006,0.0009744392342570427,0.00463984425624447,0.00043259280368670316,0.542148386071812
