,Agaricales,Alaninales,Ascoideales,Auriculariales,Blastocladiales,Boletales,Botryosphaeriales,Cantharellales,Capnodiales,Chaetothyriales,Chytridiales,Cladosporiales,Coniochaetales,Cystobasidiales,Cystofilobasidiales,Diaporthales,Dimargaritales,Dipodascales,Diversisporales,Dothideales,Entomophthorales,Erysiphales,Eurotiales,Exobasidiales,Filobasidiales,Geoglossales,Glomerales,Glomerellales,Gomphales,Harpellales,Helotiales,Hymenochaetales,Hypocreales,Kickxellales,Lecanorales,Lichinales,Lipomycetales,Magnaporthales,Malasseziales,Microascales,Microbotryales,Microstromatales,Mortierellales,Mucorales,Mycosphaerellales,Myriangiales,Neocallimastigales,Onygenales,Ophiostomatales,Orbiliales,Ostropales,Pezizales,Phaffomycetales,Pichiales,Pleosporales,Pneumocystales,Polyporales,Pucciniales,Rhizophydiales,Russulales,Saccharomycetales,Saccharomycodales,Schizosaccharomycetales,Sebacinales,Serinales,Sordariales,Spizellomycetales,Sporidiobolales,Taphrinales,Teloschistales,Thelebolales,Thelephorales,Tilletiales,Trapeliales,Tremellales,Trichosporonales,Trigonopsidales,Trypetheliales,Umbelopsidales,Umbilicariales,Ustilaginales,Venturiales,Xylariales,Zoopagales
Geoglossales,0.5138835132072902,0.26434715472176296,0.07654506057524828,0.5833824260209802,0.8546855938058956,0.006770389104611705,0.0020595029573992007,0.7535925765869352,0.34174599730648614,0.4563723313026468,0.0013439019909082116,0.009876392812985892,0.0016772361579281067,0.06312120702120434,0.14936967783567368,0.006789129165920652,0.26467299080162116,0.4498645777719163,0.6456416174274491,6.344525243484268e-05,0.08213388336711032,0.007506622124026969,0.6756370233351564,0.06430536295405158,0.05542025148208173,1.0,0.38426545518712735,0.0005824265061621828,0.14735453332286766,0.003618337549078656,0.001561130485169008,0.2708616214069287,0.0049493858680455935,0.14001039869042411,0.03070257489288802,0.9703366871763336,0.013411293346191958,0.006819210952674208,0.0017684770299675216,0.01913307735753806,0.2853928789556492,0.08215334812638722,0.040509281685779705,0.03431268853634234,0.03775066003617263,0.0017684770299675216,0.00038931951132527325,0.1356669618883223,0.03843321524950156,2.171303548770059e-05,0.17443724188772247,0.9980898579277273,0.8094836087205874,0.3741130732195908,0.17871718093917127,0.5003574854122469,0.44881595814543335,0.05359312154878558,0.29664193524595384,0.01091512691509867,0.9911727687168402,0.5058874814789615,0.03233860329412364,0.48954236833678405,0.8503786955157723,0.0017511875760230892,0.37654800295530033,0.13826967660761685,0.878547340455403,0.9536811654173123,0.03577772417686998,0.02649183366421683,0.48389887422727934,0.0406731246997617,0.9229925594247714,0.43216554168251375,0.0868324895150078,0.0017119038007478902,0.280837045079262,0.6158453032898173,0.0014723401997721209,0.16114360874770423,0.006147456639590402,0.8804034320141453
Glomerales,0.5915458561575939,0.8438633254592576,0.00036603256209846274,0.10939160072484327,0.5237435973937985,0.04721769804550674,9.181733956516186e-08,0.08497522524797992,0.048352482874772194,0.730641573955571,1.9024228214241936e-07,4.533946718905025e-06,2.7987330670654792e-06,0.28389174394130734,0.5874252074565923,6.298225253694947e-07,0.7037718216856673,0.011295114843745563,0.6532791111180334,1.9262019337873072e-10,0.002676255600530867,0.046467956034804296,0.037063793533184564,0.2453703082999004,0.28849676404470004,0.38426545518712735,1.0,1.8464023417300741e-09,0.4684676327730747,1.326664891691926e-05,1.1801768039108988e-08,0.8847869894076876,9.756231972597044e-08,0.000491771507577133,4.7826311956844206e-05,0.4711160181738047,0.08651812268869316,3.2394309504360285e-06,0.01201265480325336,5.9659251807739935e-06,0.767161123138407,0.29879880253226954,0.24012034632479223,0.21124480289042358,2.4145851827591367e-05,3.0594857773051564e-06,3.758514071402073e-07,0.6232435508078903,3.1446654476315824e-05,5.5168471360333605e-11,0.018179057619845757,0.163790475615211,0.07776140453815948,0.8228163767928284,0.0008484594695409101,0.08781863891003121,0.7206365528928536,0.280135867226335,0.022853537311145363,0.07458084670284032,0.1483654293830157,0.03729165452101325,0.144863287069127,0.05921898082477011,0.2424368091474062,1.9439470789047924e-08,0.9509191703124,0.5850592646694224,0.187304503682937,0.27781330251940645,7.647136801930311e-05,0.11056017807249702,0.07458084670284032,0.0003846971566458503,0.22906322350531327,0.014041357534777456,0.001176556771825862,5.662707547081841e-06,0.7345142453646359,0.09802319902880521,0.00988989132711219,0.0049833426557848726,2.2827359792908356e-07,0.2274068262713661
Glomerellales,5.0785248718955684e-52,1.3232298500868602e-13,0.007310750930160204,0.0054956427308155455,0.00017628084360341188,2.0270604702706781e-115,0.6869015146745887,2.0357008829690596e-10,0.07557866314200398,6.839947905466406e-28,0.8183657734840476,0.2696702041850423,0.5111423525666685,2.174195523243667e-14,6.703645592435967e-17,0.11854160094700256,1.2534066121028666e-06,6.283051575698802e-19,1.1347970939265504e-07,0.13574285135603958,0.29481465536670065,2.427729529083669e-21,4.626977197824725e-30,4.6718461143707214e-09,1.3229861580678004e-24,0.0005824265061621828,1.8464023417300741e-09,1.0,1.1183353547675296e-07,0.6652232729288902,0.40476070098407907,2.9042138286659347e-16,0.01464623979318669,1.3694113787086121e-09,0.05310945542978017,0.002951982502618974,1.517437352819027e-37,0.5043309913757371,2.068445174987233e-31,0.010635275275386028,3.6775771311794835e-07,1.1886194815066594e-08,1.8922598295679784e-42,6.8837631612073375e-59,0.00040430803698650086,0.525840816245409,0.2032635715898736,4.405252518866023e-41,0.0013654944400383307,0.0458556729500754,0.30000874723238546,1.1663300498352887e-23,2.187491146768549e-21,2.5496017157997038e-48,2.4030650651470783e-12,0.017295486508192404,1.0326779191469546e-35,4.8058507924490316e-24,0.0187614987482682,1.438741069206458e-56,8.941889728628438e-29,5.9373758527816295e-06,3.6566532346630046e-11,0.0021753906145243512,3.3904931244909333e-44,0.4284674179027484,8.659241541139053e-08,1.418795688122684e-22,1.854878623884652e-06,1.944476144857123e-09,0.05412078192291425,2.349443402044436e-09,0.011130095429229653,0.29190039602826584,6.984485485589393e-20,1.2394683271854275e-10,0.06320331299064356,0.4187458319563401,1.6522530571369664e-06,0.000713934080541524,1.8067818944979807e-56,0.030021987133951954,0.02727912907204124,6.402041010581278e-05
Gomphales,0.18769366171269555,0.5537908557818296,0.0002983588956377501,0.036981901380126594,0.2140172221927728,0.6582149452271223,8.966201538194135e-07,0.028161195842009514,0.016382307761299435,0.25251446066692196,7.975524562447524e-07,1.1090843008002306e-05,2.829104142003456e-06,0.9070011927008883,0.7400850447522822,4.335398115014605e-06,0.7823251069659144,0.005561133979288596,0.2589212309808111,9.74916382518501e-09,0.001028712475008402,0.4426337063355103,0.014500835336776251,0.736788545013674,0.999067630766359,0.14735453332286766,0.4684676327730747,1.1183353547675296e-07,1.0,9.608062757995752e-06,4.123820846908726e-07,0.5062984699837774,1.989919197796973e-06,0.000533625511593796,6.359581359853224e-05,0.20077368366679077,0.6900749510743217,7.459729437014819e-06,0.2807889005459037,2.0554473044301487e-05,0.7066985887780127,0.8119122002508701,0.9973824811557052,0.9889077512718445,5.813243934151458e-05,3.0491671093642174e-06,4.6562486280285496e-07,0.632960235727295,6.434124522388352e-05,2.8557271028477206e-09,0.00613435723924719,0.05161675465925797,0.02652474826956033,0.28436646399984405,0.0008110594054617145,0.029880188784834925,0.24407220970830715,0.9865718452653117,0.007746679970256789,0.7011524647173205,0.046984050464678385,0.01296616055156422,0.5915458561575939,0.01954175732390987,0.07458084670284032,5.123173809218054e-07,0.5308644303395338,0.7089692155758652,0.06102291728115853,0.08889063062054996,8.705199222457639e-05,0.46299451728420443,0.024714501772399144,0.0002133725416929322,0.07147761127939828,0.006149776302376946,0.0006044025480840953,4.135881874752672e-06,0.7553604269034743,0.03235434328840825,0.33379017111530096,0.0020063497056424916,2.9887511969615057e-06,0.07691935781798812
Harpellales,3.582569074930193e-07,1.1690643119951972e-06,0.07176856490900775,0.01809484282609277,0.0016835332728714198,1.4950333949613174e-13,0.5420519670631732,0.000446820646449599,0.08982064762978034,5.949078028913862e-07,0.8109374937921079,0.32527899645759795,0.9008162699890054,5.592970155764574e-08,1.2678633631275231e-07,0.2807889005459037,4.692266479457729e-05,0.0008749249528505158,0.00010216363658832763,0.7617251996865088,0.2709562554909988,1.440744958909901e-10,0.00015850765311404985,1.2014126255232796e-06,2.731362423771351e-09,0.003618337549078656,1.326664891691926e-05,0.6652232729288902,9.608062757995752e-06,1.0,0.46391694165953007,5.912454939824597e-07,0.24613835220904298,0.012414520592131535,0.1582747807393103,0.007374456650833584,1.9839434110798464e-11,0.4426746830802128,1.0141568941672759e-12,0.14278382444464122,3.35806135041776e-05,2.2185344527501566e-06,1.6576283707821877e-10,4.204122419589893e-11,0.07493923200936242,0.9114031731656721,0.568637640501914,4.844244208235726e-09,0.08153215771337449,0.5318000107738708,0.2602843856713236,2.9929991362473687e-05,0.00010482602491378763,1.0456900355094309e-07,0.007374456650833584,0.03432161288816244,3.458993789773548e-07,2.8147417560182447e-09,0.046873593665344784,2.7711969662489687e-12,2.4933117388302875e-05,0.0036210008202072212,1.1751543986701606e-07,0.014839496509710799,5.335088074506792e-06,0.46391694165953007,3.255429672714698e-05,3.222849770777353e-08,0.0009208208982411883,0.00016127376684723954,0.1517134649862968,3.6983246331223885e-07,0.028547645386834287,0.2857465529021245,2.4895773710125016e-05,0.001812710637122917,0.12192200991868049,0.7805685694688098,5.615171002179033e-05,0.007976793927543935,3.465830033150355e-14,0.07483476551541618,0.23929175168471617,0.0021807744017813785
Helotiales,2.170253191714028e-57,1.3403756601255214e-12,0.028547645386834287,0.013125248214644683,0.0005105392104393615,1.3591922038341832e-134,0.8708099004061849,2.511819258878532e-09,0.12913184366710398,3.4875267465077296e-27,0.4882050409152955,0.5572633724448474,0.32417235436083436,1.8768053763569687e-13,8.278780986284086e-16,0.3787333982344578,4.254531277746965e-06,1.61133593652997e-18,6.040100513916218e-07,0.032025191401302694,0.45589295622369314,2.942096968969841e-20,3.766144242754239e-32,1.930932692012281e-08,1.8081679963189622e-23,0.001561130485169008,1.1801768039108988e-08,0.40476070098407907,4.123820846908726e-07,0.46391694165953007,1.0,3.7048117793791405e-15,0.1203156673239793,1.7951738350680997e-08,0.15409287170222366,0.006331195422591506,9.856535045721166e-37,0.8406221349220014,2.902399919648345e-30,0.056679752393695396,1.421945913063943e-06,4.713707827904482e-08,2.969147306675127e-42,3.833087777869359e-61,0.0035629507860687995,0.33469113823125923,0.10890954930966058,2.892445422529818e-41,0.009403646958531247,0.009249990072431036,0.4281432755953836,4.316978642251944e-23,9.092425076038925e-21,2.3320485668986816e-51,2.0261413510047037e-11,0.035709029127619724,4.867631620701425e-36,6.701289557062833e-23,0.04282168734865232,1.3548944798788713e-57,3.675471316659548e-29,3.761689625845375e-05,1.9164592252034765e-10,0.006360497568132847,5.11730035056206e-49,0.9870534548031317,3.9934703379160006e-07,1.8955515338354027e-21,1.0293862812175442e-05,1.7459919605819195e-08,0.1513901679235891,9.073634544631078e-09,0.025063426505977347,0.4862268560168412,7.182097895146011e-19,1.7278801250050118e-09,0.14236056949811163,0.2677804179555378,5.529310956551321e-06,0.0022812567276583725,9.806340846618178e-57,0.07161161856292925,0.16204676953346342,0.00024240471476909113
Hymenochaetales,0.31820296106694124,0.9516737658073975,4.300613061035548e-06,0.05341255018391556,0.4015583015058669,0.016543185038905877,3.2109520420398933e-12,0.01732182973694559,0.02198282976455536,0.4954314041506345,1.2720879881495047e-10,4.864094427262516e-09,6.328993858374162e-08,0.29066450304791414,0.6496271578202366,2.4541926364432397e-11,0.7740384678475891,0.00021902860850154233,0.49817554328105773,6.784814297953348e-16,0.00047623098533826157,0.034045716829145874,0.0016887626605464924,0.2577738538414772,0.28188376274980376,0.2708616214069287,0.8847869894076876,2.9042138286659347e-16,0.5062984699837774,5.912454939824597e-07,3.7048117793791405e-15,1.0,4.9270886359709465e-14,8.256480673117315e-07,1.7965455258422704e-07,0.3679322400456928,0.0579639885188843,5.430030273165468e-09,0.0053454029155702906,9.681851682769778e-10,0.8447340668827101,0.3186220753067735,0.2082063725237071,0.16901357517002882,7.385483957082883e-09,7.134204249902244e-08,6.950874581339453e-09,0.6907094011297958,1.8181163145073382e-08,3.4986443730664124e-16,0.007348579128927249,0.035709029127619724,0.009044357982567298,0.5779041237987618,1.8035688412647502e-06,0.04271610433767415,0.47222120636793313,0.27225585127276,0.006134200371338666,0.04044662143212945,0.027085525094527847,0.006358172059234518,0.14375182982596227,0.020335525518893005,0.05935613348045411,1.7525700063441254e-14,0.9564097774195949,0.6456416174274491,0.08219914018612968,0.12913184366710398,4.65653716098157e-07,0.11093523870331956,0.03240081007053489,2.1596045503872237e-05,0.0707937348432412,0.0006079238979280133,6.915030059942571e-05,2.716752903196699e-07,0.8054390911345582,0.039865897699174375,0.00255324898332231,0.0006151013899746747,6.125701776211806e-13,0.12186198703948724
Hypocreales,3.0444014327153264e-90,1.6940892102196972e-11,0.12295630517572849,0.03587201781417311,0.0017684770299675216,6.363162246936472e-235,0.2795472973438533,3.261624331888719e-08,0.2404911322226125,3.6938732583788264e-28,0.16397626797830292,0.9353099173102379,0.14652701808695837,2.140225890643461e-12,1.1156385960182417e-14,0.9581205170488148,1.8048626028387028e-05,8.357048941109637e-22,4.335398115014605e-06,0.0016305753332452428,0.7120223610543411,4.0208914427246036e-19,4.246718747966637e-52,1.0366786036585827e-07,1.4420360034516557e-22,0.0049493858680455935,9.756231972597044e-08,0.01464623979318669,1.989919197796973e-06,0.24613835220904298,0.1203156673239793,4.9270886359709465e-14,1.0,7.080733440837086e-08,0.46420936170631777,0.015497540640151164,4.4687348917009814e-37,0.6800268784822577,2.0355515598666076e-29,0.3223531034835332,7.005945853671887e-06,2.4669068928895783e-07,1.0074527909632155e-44,3.9521993892129564e-72,0.03775644559233054,0.15290327510178234,0.03950150060572717,3.145478756204988e-45,0.07654506057524828,0.0004453505700728341,0.6248201368472568,7.157774017087282e-25,2.0386509804143012e-22,5.751094276271275e-68,3.2273044862222798e-12,0.08189143162031579,5.572358824374369e-41,5.689624748798114e-22,0.10939160072484327,5.920181223995762e-64,2.3666392671013103e-35,0.0003093844646105386,1.3694547041299975e-09,0.02171057844669448,2.3591695435199933e-83,0.18286959275123632,2.4642123529880504e-06,1.4556273858469285e-20,7.324841406848721e-05,1.9384951078047892e-07,0.441050807640934,4.4848153148112874e-08,0.06335096488638696,0.8106861450471813,9.540665478858938e-19,1.840758391430813e-08,0.34163438034320004,0.12787717283791675,2.3209020547331896e-05,0.008704783681535848,1.8368940145925268e-60,0.18453326644715987,0.9027797574744085,0.0011326446317201089
Kickxellales,5.927562957634111e-20,7.577683115137468e-06,0.4230664204114727,0.4740086643991489,0.07583539187542468,2.1661253355194066e-70,9.316919411358233e-05,0.017458152440759805,0.9573633996054776,2.869425971149953e-10,0.0005165513160336212,0.013509557748348498,0.0040783304540532835,2.9693973115392604e-07,1.1899798018033638e-07,0.0007956711326311842,0.0026726640986502598,0.01041819854129846,0.005581152035585909,2.7800266968557535e-08,0.3934487086983369,1.0115695447199791e-11,4.9221068272632495e-06,5.7420588752799344e-05,6.669394146726711e-12,0.14001039869042411,0.000491771507577133,1.3694113787086121e-09,0.000533625511593796,0.012414520592131535,1.7951738350680997e-08,8.256480673117315e-07,7.080733440837086e-08,1.0,0.10890954930966058,0.1913418085514893,1.200198257182915e-19,0.009241887896604689,7.613831125930523e-18,0.016272396060798923,0.0019147997532520697,0.00011103364444647782,5.633113610937397e-21,3.6433485158267344e-30,0.08043994313354345,0.004409683096589473,0.0006556126991602776,1.8397450626877963e-18,0.10273559243065492,1.3627201308953495e-08,0.636963943097249,2.6221566769784103e-06,7.467067853042621e-05,2.004088209151651e-19,0.6413759109656013,0.637648844214318,2.3250982045739836e-13,1.1309375615516158e-11,0.9009546727601734,2.5353112665904374e-30,1.1822252356815697e-07,0.23346030798383635,3.454671054139196e-06,0.4987188205945702,6.207767936790348e-14,2.756939996703195e-07,0.0017511875760230892,4.4698642464404844e-10,0.057676273971363726,0.006462255464425894,0.14652701808695837,1.8062245853186636e-05,0.6201408695658502,0.20237689879699253,1.2396770257462431e-05,0.10244255928390925,0.4667244084343244,0.005379277060066719,0.003196931937951227,0.3291410605488904,2.785875961766828e-32,0.7820682306551767,1.3165871972518975e-05,0.11646596215319527
Lecanorales,1.1036556509593012e-10,9.669483344596418e-07,0.5859952007171385,0.13817783572230383,0.01453580923248038,3.2416173332148225e-27,0.18412734998803326,0.0016360106425353876,0.46049672719034207,7.7435774401632e-09,0.10890954930966058,0.5531808432294971,0.09360417979281749,3.754475014704093e-08,2.725325849651552e-08,0.5090984244486231,0.00036445742026734317,0.001854947378514297,0.000592903232704381,0.004694415154493662,0.9973824811557052,4.122511111079555e-12,5.680659692201902e-05,6.351463016623807e-06,1.72187712056244e-11,0.03070257489288802,4.7826311956844206e-05,0.05310945542978017,6.359581359853224e-05,0.1582747807393103,0.15409287170222366,1.7965455258422704e-07,0.46420936170631777,0.10890954930966058,1.0,0.05446406207200934,2.622626175335032e-16,0.4061732272695895,1.335207346765843e-16,0.9509155563053138,0.00023416779256852863,1.2529914782323715e-05,9.955134214351824e-16,1.7766398978132444e-18,0.6961790269595176,0.09802319902880521,0.026748645070190504,2.462422928623524e-13,0.7292564635939247,0.0014199522177629222,0.8681532293829514,6.10557688592885e-06,5.581925569751256e-05,1.5291850542179376e-11,0.0532935061038461,0.22864438535930784,7.845584898960653e-10,2.2399212923184334e-11,0.3305921633008676,3.3880160606745665e-20,2.605841609083563e-06,0.030263264753023197,3.458993789773548e-07,0.1250664380580146,4.171175368789389e-08,0.17109532131219413,0.00019076539888222686,6.74231105744875e-10,0.0068294168061370595,0.000612128589535532,0.9621888029923215,2.0686582510649027e-06,0.20341528258557973,0.8626756478770399,7.977392126011313e-06,0.009073131180572076,0.7437821925634486,0.08269226329204883,0.0004441238795691155,0.07082149916999463,4.886705715788299e-23,0.5062984699837774,0.5233584137103721,0.019089787391430822
Lichinales,0.6248201368472568,0.3564580961379529,0.1116760801228701,0.5874252074565923,0.9009546727601734,0.027222314979667556,0.006999576056709249,0.7460004882131601,0.36067007906736903,0.5627359011401318,0.004358043641580015,0.022483176443110462,0.004022135712160117,0.10975100560157988,0.2294726746018009,0.018247049524969118,0.32978238074582616,0.4854129421923128,0.7201411984671786,0.00045882475322894583,0.10535222370954275,0.021371575096969516,0.6822666145766927,0.09948135028940663,0.10907957704317418,0.9703366871763336,0.4711160181738047,0.002951982502618974,0.20077368366679077,0.007374456650833584,0.006331195422591506,0.3679322400456928,0.015497540640151164,0.1913418085514893,0.05446406207200934,1.0,0.03898371939703391,0.016242081293700004,0.007613126263313986,0.0400792931846545,0.35800538956149996,0.12311468860226929,0.09179065746334153,0.0832457628216851,0.06900774348271307,0.004220966281202944,0.0011277146213343682,0.22869190788843924,0.06928265274269846,0.00018187629184940814,0.1946978021106173,0.9621888029923215,0.7949444871662767,0.49057477291752016,0.23415449797007637,0.5097193340541112,0.5580429238038043,0.10594324414800216,0.3265084451513086,0.03577772417686998,0.9526266958340495,0.5269958230807348,0.05797635920574455,0.504937149665698,0.9165712524379123,0.006770389104611705,0.45690136703598333,0.22211577539045496,0.8544502982324719,0.996045735592218,0.06100925180012825,0.04515772714721919,0.4959739813042097,0.06172333931267451,0.9750759242657204,0.4680649878149531,0.11840142407334471,0.003737187158653704,0.3479952770264373,0.6201408695658502,0.007890232859011222,0.1959917761263828,0.017806832360095903,0.8563283284072073
Lipomycetales,1.3072190875506306e-05,0.09831818461760995,9.596299405505402e-14,0.0005464381846544033,0.02892216332242873,0.9810092074274152,3.792758708257127e-26,3.4664965783012423e-07,0.0002545308412947322,0.0006702366189500004,3.7323108792850156e-20,4.82565072176513e-19,4.1125773660427024e-13,0.7355732811119935,0.21382532077190539,2.1526069410205636e-26,0.42924620869468194,2.0578979189440586e-14,0.019410701508909636,1.3446592087987989e-30,2.9944762692864813e-07,0.543457339830934,7.276927296782098e-13,0.9681982164579117,0.49165266323489565,0.013411293346191958,0.08651812268869316,1.517437352819027e-37,0.6900749510743217,1.9839434110798464e-11,9.856535045721166e-37,0.0579639885188843,4.4687348917009814e-37,1.200198257182915e-19,2.622626175335032e-16,0.03898371939703391,1.0,4.404992045331523e-18,0.2577738538414772,1.1561932990754789e-23,0.32967268036767333,0.9423293595093163,0.40696857687052485,0.3783002951466148,1.1750735617999545e-22,4.841945654762867e-13,4.0104803960268295e-14,0.04625743111163596,4.9706716740460706e-21,1.293823888346565e-29,7.588254853777705e-05,6.98247234974186e-08,1.2649664492308192e-09,0.0002843166509104987,1.6284716373568058e-19,0.000520979987617398,0.0002539716998535856,0.5196230683244714,7.160081803464552e-06,0.9597770553189587,1.0598117629023686e-08,2.763918488596582e-07,0.7816594063783592,4.0001908401142806e-05,2.605724505619186e-08,2.264987685439647e-34,0.15248995972191778,0.14548478977610158,0.00018323751305079357,0.00019235244296299765,3.2127865843549292e-15,0.5832052907465612,0.00022905642628817286,4.1416669700889253e-10,1.5631862702373122e-06,1.8717889623257858e-11,7.876427615601911e-10,1.374706022767653e-11,0.40131733025617894,0.00013651521689216078,0.28947538327530903,5.641878964383246e-08,7.132989944782898e-33,0.0011277146213343682
Magnaporthales,1.95823205854282e-12,3.771428840570185e-08,0.1637198015432053,0.039394950815031825,0.002831911999669206,5.724352214791332e-28,0.772844880241643,8.388607150951748e-05,0.20654619022139326,1.4153767187873166e-10,0.4854485836247917,0.8050384353590035,0.323204137103087,1.4925044373294655e-09,7.964898142445591e-10,0.7449028178016187,4.9111709809649525e-05,6.120238435462419e-05,5.1452021354498303e-05,0.08701962543150461,0.5872174130991846,9.86246034500231e-14,1.268874499931587e-06,6.001178861989026e-07,3.280524818224088e-13,0.006819210952674208,3.2394309504360285e-06,0.5043309913757371,7.459729437014819e-06,0.4426746830802128,0.8406221349220014,5.430030273165468e-09,0.6800268784822577,0.009241887896604689,0.4061732272695895,0.016242081293700004,4.404992045331523e-18,1.0,2.211304446982347e-18,0.3666295496625833,2.7111890871985724e-05,1.2684678205196278e-06,1.8064185243289097e-17,4.579531866048958e-20,0.1592740375137994,0.33252942360819726,0.12322542992668631,4.342514627817396e-15,0.18298619553614268,0.034320719855922194,0.5269958230807348,1.3627666149403163e-07,1.4313206865858995e-06,2.7189133150296376e-13,0.003417743483692252,0.07891279959410165,1.3422242465144885e-11,4.3698074746193346e-13,0.10890954930966058,9.187721593505954e-22,5.217334699487907e-08,0.0033854967021891944,2.403040830365935e-08,0.029849964105144348,7.351936000434297e-10,0.8535637960150961,1.8048626028387028e-05,1.374706022767653e-11,0.0007010496810825936,3.6112223191764105e-05,0.38751754816443057,2.0940451490417585e-07,0.06471079952041146,0.6529657166228342,1.9854223703312962e-07,0.0005100252754626821,0.30000874723238546,0.2674033882092393,6.053567468016201e-05,0.014488762687938762,1.3721420961521516e-24,0.1773803768419898,0.6523701073144249,0.002952945193356872
Malasseziales,1.1219414058139205e-06,0.011676229103857199,2.2545540683568485e-14,4.529591665539723e-05,0.004343373251998247,0.16892660969088777,2.542546616542416e-24,2.338436476836664e-08,2.366816528112574e-05,3.35979658976463e-05,2.333595274599661e-20,5.775698631484391e-19,2.375972619814938e-14,0.22869190788843924,0.030263264753023197,7.882476809088428e-24,0.14034863462628777,9.072617900038246e-14,0.001966208267025729,1.3621436651323388e-28,1.7400781538320528e-08,0.7502009702794323,2.2338139562028368e-12,0.5382879146089488,0.08548714631083955,0.0017684770299675216,0.01201265480325336,2.068445174987233e-31,0.2807889005459037,1.0141568941672759e-12,2.902399919648345e-30,0.0053454029155702906,2.0355515598666076e-29,7.613831125930523e-18,1.335207346765843e-16,0.007613126263313986,0.2577738538414772,2.211304446982347e-18,1.0,1.2213145404424584e-21,0.09057061138599345,0.45852125674786914,0.048303144038697676,0.03775066003617263,1.3234843123012423e-20,2.804699067307322e-14,2.246121623418938e-15,0.002826726275462211,1.2460552051577164e-19,2.7178679595104195e-28,7.365861661264007e-06,9.537613943193109e-09,3.478897113864969e-10,1.584516158333248e-05,1.6021357615878458e-17,4.64581151824973e-05,1.3629630107844966e-05,0.09496356104865802,4.1404517234288337e-07,0.19206874595915743,2.4559458332678637e-09,1.5977963646531263e-08,0.6756370233351564,2.4480329857689926e-06,7.177697567950077e-09,5.074163663374428e-29,0.029109663638622114,0.01516607924292726,1.0441407498300712e-05,1.0246779781984828e-05,9.807550563066032e-16,0.9373917197856829,1.780192130298179e-05,2.2556551530533967e-11,1.1712931267675088e-07,6.259096150309982e-12,4.603087877772517e-11,6.955627563215402e-13,0.1278503912289729,8.790377043377579e-06,0.7805685694688098,2.9699737665355325e-09,2.6519998249327175e-27,8.357278690948257e-05
Microascales,3.302959697241165e-22,2.1143872551400035e-08,0.4710384977287638,0.10158324693328824,0.00812531427260595,1.730298481337627e-58,0.11531518963551261,7.968310670240039e-05,0.41241876523657106,3.0582742035049335e-14,0.07517061193140087,0.5242323146810514,0.07880792676455918,1.0357466071277064e-09,1.3839161206387264e-10,0.44454700121934493,0.0001426455707953637,3.474860455595799e-06,0.00012394131903774655,0.0008629662722317934,0.9750759242657204,7.828467858461819e-15,4.717236395977456e-10,1.5689786011429873e-06,1.6094129163183208e-15,0.01913307735753806,5.9659251807739935e-06,0.010635275275386028,2.0554473044301487e-05,0.14278382444464122,0.056679752393695396,9.681851682769778e-10,0.3223531034835332,0.016272396060798923,0.9509155563053138,0.0400792931846545,1.1561932990754789e-23,0.3666295496625833,1.2213145404424584e-21,1.0,7.514771077529615e-05,3.3499351918917895e-06,7.157774017087282e-25,1.1330698824028664e-32,0.5279379995681927,0.08242061595637598,0.019905069754344563,2.545617488931709e-22,0.581008880116725,0.00023548711033736716,0.8355477992689591,3.656142682465214e-10,1.467347284411839e-08,2.1024208379467638e-22,0.003047311762575729,0.18445868125307147,2.4505792032215128e-17,3.0429747686040674e-15,0.2680068250498239,1.944134057906559e-33,1.136093421430042e-11,0.009231774466692195,4.759400319787949e-08,0.08316180568070491,4.2708055644340053e-17,0.07561206070622542,4.608686743853896e-05,1.2776251220883426e-13,0.0018483262858950695,5.115337947879655e-05,0.9027797574744085,5.508580716779903e-07,0.159200490875463,0.88669587868984,3.4391569825864334e-09,0.0004690707789986628,0.6720789364120787,0.07229130252459919,0.00017628084360341188,0.041845824266064695,8.969926691700222e-36,0.4314328885288671,0.42419840135799586,0.008773528787534436
