order,n,median,iqr,small_n
Acarosporales,382,-6.0,14.0,False
Entrophosporales,250,-6.0,14.0,False
Agaricostilbales,232,-6.0,17.0,False
Auriculariales,1623,-6.0,17.0,False
Teloschistales,2332,-7.0,14.0,False
Harpellales,1270,-7.0,26.0,False
Chaetosphaeriales,506,-7.0,14.0,False
Onygenales,5353,-7.0,16.0,False
Trechisporales,249,-7.0,9.0,False
Basidiobolales,953,-7.0,21.0,False
Racodiales,231,-7.0,16.0,False
Pezizales,12856,-7.0,17.0,False
Helotiales,31960,-7.0,14.0,False
Leucosporidiales,369,-7.0,18.0,False
Cladochytriales,667,-7.0,28.5,False
Golubeviales,244,-7.0,16.0,False
Glomerellales,23969,-7.0,16.0,False
Dothideales,7123,-7.0,16.0,False
Sporidiobolales,1747,-7.0,16.0,False
Georgefischeriales,11,-7.0,12.0,False
Coniocybales,188,-7.0,19.25,False
Caliciales,433,-7.0,16.0,False
Geastrales,307,-7.0,15.0,False
Sordariales,19983,-7.0,15.0,False
Moniliellales,86,-7.5,18.5,False
Malasseziales,198,-7.5,34.75,False
Cyphobasidiales,40,-7.5,13.5,False
Mucorales,8625,-8.0,28.0,False
Schizosaccharomycetales,195,-8.0,18.5,False
Ophiostomatales,8935,-8.0,16.0,False
Ostropales,744,-8.0,14.25,False
Russulales,5177,-8.0,16.0,False
Pertusariales,457,-8.0,14.0,False
Spizellomycetales,719,-8.0,27.0,False
Arthoniales,315,-8.0,18.0,False
Coniochaetales,1953,-8.0,14.0,False
Pyrenulales,338,-8.0,13.75,False
Ustilaginales,1513,-8.0,19.0,False
Geminibasidiales,78,-8.0,13.75,False
Gloeophyllales,269,-8.0,12.0,False
Xylonales,68,-8.0,20.25,False
Holtermanniales,111,-8.0,14.5,False
Pleosporales,34727,-8.0,16.0,False
Agaricales,50905,-8.0,15.0,False
Sebacinales,1334,-8.0,18.0,False
Umbilicariales,1286,-8.0,17.0,False
Cystobasidiales,707,-8.0,19.0,False
Caulochytriales,47,-9.0,32.0,False
Cystofilobasidiales,1143,-9.0,16.0,False
Mytilinidiales,556,-9.0,16.0,False
Verrucariales,164,-9.0,19.0,False
Polyporales,11587,-9.0,12.0,False
Umbelopsidales,469,-9.0,25.0,False
Geoglossales,919,-9.0,19.0,False
Atheliales,644,-9.0,14.0,False
Gomphales,758,-9.0,26.0,False
Trichosporonales,7579,-9.0,17.0,False
Filobasidiales,1303,-10.0,17.0,False
Phallales,613,-10.0,13.0,False
Boletales,25603,-10.0,16.0,False
Thelebolales,4041,-10.0,13.0,False
Trapeliales,1685,-10.0,16.0,False
Cephalothecales,345,-10.0,13.0,False
Violaceomycetales,47,-10.0,28.0,False
Hysteriales,371,-10.0,15.0,False
Amylocorticiales,241,-10.0,17.0,False
Sareales,78,-11.0,20.25,False
Sarrameanales,210,-11.0,14.75,False
Eremomycetales,87,-11.0,12.0,False
Togniniales,229,-11.0,15.0,False
Mycosphaerellales,15456,-11.0,19.0,False
Coronophorales,1111,-11.0,19.0,False
Microascales,8572,-11.0,20.0,False
Acrospermales,137,-11.0,18.0,False
Tremellales,5221,-11.0,18.0,False
Lichinales,394,-11.0,30.0,False
Dimargaritales,429,-11.0,25.0,False
Xylariales,37218,-11.0,16.0,False
Atractiellales,109,-11.0,17.0,False
Phaeomoniellales,254,-12.0,18.5,False
Eurotiales,65072,-12.0,17.0,False
Lecanorales,4757,-12.0,17.0,False
Patellariales,126,-12.0,20.75,False
Chaetothyriales,7050,-12.0,17.0,False
Diaporthales,13567,-12.0,19.0,False
Hypocreales,111096,-12.0,24.0,False
Botryosphaeriales,8644,-12.0,21.0,False
Rhizocarpales,140,-12.0,17.25,False
Aulographales,360,-12.0,18.0,False
Hymenochaetales,2325,-13.0,19.0,False
Physodermatales,152,-13.0,33.25,False
Calosphaeriales,198,-13.0,18.5,False
Leotiales,220,-13.0,16.25,False
Valsariales,120,-13.0,20.5,False
Dacrymycetales,361,-14.0,13.0,False
Cladosporiales,5652,-14.0,19.0,False
Trypetheliales,1532,-14.0,24.0,False
Phacidiales,560,-14.0,21.0,False
Capnodiales,705,-14.0,18.0,False
Marthamycetales,162,-15.0,20.75,False
Kickxellales,12911,-15.0,27.0,False
Ascoideales,2618,-15.0,27.0,False
Symbiotaphrinales,87,-15.0,15.0,False
Sanchytriales,28,-15.5,22.25,False
Xylobotryales,156,-16.0,22.25,False
Trigonopsidales,1571,-16.0,23.0,False
Neocallimastigales,5311,-17.0,50.0,False
Chaetomellales,186,-17.0,24.0,False
Lipomycetales,1493,-18.0,25.0,False
Saccharomycetales,10896,-18.0,29.0,False
Alloascoideales,309,-19.0,29.0,False
Dipodascales,15432,-19.0,35.0,False
Alaninales,924,-20.0,27.0,False
Serinales,29673,-20.0,37.0,False
Saccharomycodales,1209,-21.0,33.0,False
Sporopachydermiales,117,-22.0,33.0,False
Pichiales,9920,-22.0,29.0,False
Phaffomycetales,8112,-23.0,36.0,False
Wallemiales,53,-23.0,28.0,False
Lineolatales,107,-25.0,28.0,False
Lulworthiales,179,-26.0,29.5,False
