order,n_adhesion,n_background,median_adhesion,median_background,u_stat,p_value,p_value_bh
Caliciales,433,433,-0.1214084507042253,-0.3601861427094105,136713.5,1.7179766479614492e-31,4.024301463032984e-31
Calosphaeriales,198,198,-0.0104989142662793,-0.26431176763899267,28463.0,7.243410309211878e-15,1.1796411075002202e-14
Candelariales,357,357,-0.0279257465698143,-0.3911666666666666,99735.0,5.049785698076799e-39,1.3284820836478964e-38
Cantharellales,5954,5954,-0.17486806717252465,-0.3202741692280925,22734817.0,3.679910762684192e-157,1.7007155146459375e-156
Capnodiales,705,705,-0.1083612040133779,-0.4032608695652175,378676.0,5.223072626388446e-65,1.685180036061178e-64
Caulochytriales,47,47,-0.1092664092664092,-0.1944013077237433,1257.0,0.25038741756850935,0.2642978296556488
Cephalothecales,345,345,-0.0929054054054053,-0.3139240506329113,82335.0,2.847018321680548e-18,4.917577101084583e-18
Ceraceosorales,82,82,-0.24495258166491046,-0.41121984053018534,4507.0,0.00016721119563250822,0.00019856329481360353
Chaetomellales,186,186,-0.0031855203619908998,-0.35418430478671425,27509.0,7.115861624945312e-23,1.3986348711099405e-22
Chaetosphaeriales,506,506,-0.09022801443731221,-0.27699590039477684,173458.5,1.4554349480067834e-22,2.8281747285131816e-22
Chaetothyriales,7050,7050,-0.11387700241386875,-0.3455499118794432,35939681.5,0.0,0.0
Chytridiales,4990,4990,-0.0213477698771816,-0.24464931546965374,16758819.0,5.88402616573752e-197,3.0489953767912605e-196
Cladochytriales,667,667,-0.175764705882353,-0.2966824644549762,267123.0,2.1441307505632388e-10,3.055386319552615e-10
Cladosporiales,5652,5652,-0.23255607673341744,-0.3708247784323637,20589722.5,4.5324915026453225e-156,2.0396211761903954e-155
Coniochaetales,1953,1953,-0.0736170212765957,-0.3344262295081967,2760386.5,1.600539146046421e-129,6.364934743579954e-129
Coniocybales,188,188,-0.22690615512927434,-0.4626495831039895,24729.0,2.1339005998132264e-11,3.1456638152419116e-11
Coronophorales,1111,1111,-0.0803370786516853,-0.2652650822669104,819599.0,7.156695504087796e-41,1.9738627922564728e-40
Corticiales,437,437,-0.0393996247654783,-0.2856132075471698,136933.0,1.1559426559637637e-28,2.5341819765359437e-28
Cyphobasidiales,40,40,-0.0794974722829713,-0.26310450365971194,1140.0,0.0010875502208815382,0.0012651094406172995
Cystobasidiales,707,707,-0.2829213483146067,-0.3968085106382979,297474.5,5.88270788989183e-10,8.178398773752056e-10
Cystofilobasidiales,1143,1143,-0.0132723112128144,-0.296546052631579,970728.0,4.789228500968605e-90,1.637916147331263e-89
Dacrymycetales,361,361,-0.0927021696252465,-0.2752212389380531,89752.5,1.6931027649385504e-18,2.9847481732421868e-18
Diaporthales,13567,13567,-0.0709897610921502,-0.3286573146292584,134746519.5,0.0,0.0
Dimargaritales,429,429,-0.3053693570451435,-0.3376044568245125,93794.5,0.6251133764117693,0.640086151894686
Dipodascales,15432,15432,-0.117928492186851,-0.347206123450602,160801290.5,0.0,0.0
Diversisporales,4759,4759,-0.5151162790697675,-0.5068627450980391,12123944.5,2.4042140172284938e-09,3.2628618805243847e-09
Dothideales,7123,7123,-0.0584967320261437,-0.3871747211895912,39156604.5,0.0,0.0
Endogonales,611,611,-0.1967625899280576,-0.3211267605633802,204404.0,0.004021218109786207,0.004614955011902291
Entomophthorales,1981,1981,-0.4899641577060932,-0.3297345132743361,1411765.0,9.027085971679358e-53,2.616324917215543e-52
Entrophosporales,250,250,-0.2850343943889938,-0.5221190686707928,39934.0,7.632921993361844e-08,9.888103491400571e-08
Entylomatales,39,39,-0.2071174377224199,-0.3127403846153846,870.0,0.2760310504199073,0.2895785866368352
Eremomycetales,87,87,-0.2045774647887324,-0.374685534591195,5156.0,3.68205074120013e-05,4.497361976751588e-05
Erysiphales,567,567,-0.2488235294117647,-0.4460580912863069,198215.0,1.0826710076703963e-11,1.6240065115055946e-11
Erythrobasidiales,184,184,-0.18295297372060845,-0.4053161750530171,22565.0,3.309966193569749e-08,4.353878608464824e-08
Eurotiales,65072,65072,-0.1640077821011672,-0.3224489795918367,2749326116.0,0.0,0.0
Exobasidiales,265,265,-0.2175213675213675,-0.4390322580645161,46095.0,4.668244167818727e-10,6.597270683446301e-10
Filobasidiales,1303,1303,-0.1539589442815251,-0.4080000000000001,1275297.5,3.3107034663669605e-109,1.2045325377632985e-108
Geastrales,307,307,-0.0724137931034483,-0.3337962962962964,66938.0,1.9689742373412013e-19,3.6597238541885375e-19
Geminibasidiales,78,78,-0.1982011000602772,-0.2017684828246618,2921.0,0.6693038645286864,0.6772246203219253
Geoglossales,919,919,-0.079296066252588,-0.3503211991434689,622170.5,4.1743709492726994e-69,1.3727258313954454e-68
Georgefischeriales,11,11,-0.0632169576059851,-0.2897698209718668,100.0,0.010439075899985918,0.011821734959586702
Gloeophyllales,269,269,-0.052787456445993,-0.3362962962962963,54658.0,1.1975162641343299e-24,2.4378009662734575e-24
Glomerales,3235,3235,-0.5918681318681317,-0.459322033898305,4833259.5,1.060583412545823e-07,1.3636072447017726e-07
Glomerellales,23969,23969,-0.1335051546391753,-0.313095238095238,380127872.0,0.0,0.0
Golubeviales,244,244,-0.2297327126268437,-0.4494644834067094,40407.0,8.485134303214337e-12,1.2840335980970369e-11
Gomphales,758,758,-0.18873285282492436,-0.4286004555572811,389169.5,6.117765574884839e-33,1.5161419033410256e-32
Harpellales,1270,1270,-0.33653550371699564,-0.4208507199529826,881454.0,4.9387827617685674e-05,5.947407410298768e-05
Helotiales,31960,31960,-0.02228571080476855,-0.35758404841852187,787340608.0,0.0,0.0
Herpomycetales,25,25,-0.2052823315118397,-0.23671875,401.0,0.08773829506214073,0.09617466958734658
Holtermanniales,111,111,-0.1319582504970178,-0.3899497487437185,8984.0,3.6427817488501162e-09,4.904847866561968e-09
Hymenochaetales,2325,2325,-0.0833013435700576,-0.3401408450704226,3887416.5,1.113001870821539e-147,4.758082997762079e-147
Hypocreales,111096,111096,-0.24184902317563686,-0.34189944134078215,7249609239.5,0.0,0.0
Hysterangiales,227,227,-0.3379416282642089,-0.3870090634441088,25665.0,0.9435360379798741,0.9435360379798741
Hysteriales,371,371,-0.1015625,-0.368854748603352,100027.0,1.1389241614142076e-26,2.4344503950228688e-26
Jaapiales,90,90,-0.0473454374139306,-0.3402953780226507,5949.0,5.58837114619969e-08,7.294744015268298e-08
Kickxellales,12911,12911,-0.2715328467153284,-0.2885496183206107,81356787.0,0.0008908451132438716,0.00104338708468974
Kriegeriales,306,306,0.05305349412492265,-0.2689795918367347,73207.0,1.6023188952693694e-33,4.089500464045704e-33
Lecanorales,4757,4757,-0.0780804150453956,-0.3864754098360656,17272689.5,0.0,0.0
Leotiales,220,220,0.0533302887655448,-0.37056394155295247,40087.0,1.0275223429575476e-32,2.510090294939152e-32
Leucosporidiales,369,369,-0.1017080745341614,-0.3160377358490566,96810.0,3.368112017631699e-23,6.775848882529653e-23
Lichinales,394,394,-0.16218051000388456,-0.41554586563307494,111147.0,9.136752953287365e-26,1.9288700679162216e-25
Lineolatales,107,107,-0.197752808988764,-0.3757575757575759,7742.0,8.45137778092346e-06,1.0397018708905838e-05
Lipomycetales,1493,1493,-0.0641065830721003,-0.3035222052067382,1639604.0,4.475069124017663e-110,1.6635583047978706e-109
Lobulomycetales,247,247,-0.3140203714799281,-0.3741140215716487,33237.0,0.08504172843422357,0.09382022943388536
Lulworthiales,179,179,-0.1895652173913043,-0.4382213812677388,24261.0,3.887946529435091e-17,6.582562935974263e-17
Magnaporthales,4288,4288,-0.13235103937158735,-0.34777561114196054,12760672.0,1.4254368649898135e-212,7.86289367462123e-212
Malasseziales,198,198,-0.4650022663835675,-0.2858163478624438,12324.0,1.6570139428926095e-10,2.381087262475935e-10
Marthamycetales,162,162,-0.0617815395193977,-0.39138311537462944,20547.0,1.2916547112340029e-18,2.324978480221205e-18
Microascales,8572,8572,-0.1355530245165301,-0.3569471153846153,51321058.0,0.0,0.0
Microbotryales,451,451,-0.1158730158730159,-0.3897297297297298,148485.0,5.878886885288296e-33,1.478367143212204e-32
Microstromatales,263,263,-0.2269911504424778,-0.4065140845070423,44588.0,9.50619365033206e-09,1.2699680579740488e-08
Microthyriales,200,200,-0.09369679198596015,-0.308403274137685,28643.0,7.703596434336384e-14,1.2311355049266557e-13
Mixiales,40,40,-0.11095821872332351,-0.24852316890881904,1050.0,0.016358610284503583,0.018283152670915768
Moniliellales,86,86,-0.2874064856159872,-0.297460233872079,3846.0,0.6514766456707437,0.6631101572005784
Monoblepharidales,499,499,-0.0743801652892562,-0.2222222222222222,160294.0,3.795593244415379e-15,6.240831199952211e-15
Mortierellales,4923,4923,-0.1123711340206185,-0.3740420271940667,16618508.0,1.7377357557791248e-223,9.905093807941012e-223
Mucorales,8625,8625,-0.311715481171548,-0.4248520710059172,42511530.0,2.008867230810662e-59,6.245750844884058e-59
Mycosphaerellales,15456,15456,-0.1737027754571614,-0.39498858447488594,166993175.5,0.0,0.0
Myriangiales,1644,1644,-0.15604451804588176,-0.3767887736811353,1904699.0,6.952970366847912e-92,2.4264447606754958e-91
Mytilinidiales,556,556,-0.030563141343925848,-0.3458741764422305,235696.0,7.481885605971694e-52,2.132337397701933e-51
Neocallimastigales,5311,5311,-0.5309876543209877,-0.494943820224719,13017248.5,6.273452034265656e-12,9.752366344176611e-12
Neolectales,36,36,-0.0199689118024516,-0.2255191660191661,936.0,0.0012040951722330087,0.001391218070620571
Onygenales,5353,5353,-0.2637362637362637,-0.3955990220048899,17627293.5,1.2460672902152578e-94,4.439114721391856e-94
Ophiostomatales,8935,8935,0.0149090909090908,-0.3064646464646465,60452440.5,0.0,0.0
Orbiliales,7964,7964,-0.1407461513909008,-0.3823838495575221,44746449.0,0.0,0.0
Ostropales,744,744,-0.091754170960644,-0.3547855430760428,403804.0,4.943771932215767e-53,1.4575603455325796e-52
Paraglomerales,339,339,-0.4847322142286172,-0.4457446808510639,60924.0,0.17445498909640922,0.18529070270488185
Patellariales,126,126,-0.17596296296296293,-0.4715395284327323,11258.0,9.601094110990793e-09,1.2727031728522679e-08
Peltigerales,538,538,-0.15508547008547,-0.40725360175555764,201632.0,6.002852694778887e-29,1.3331010529963502e-28
Peribolosporales,80,80,-0.15566453027491983,-0.39582623762376246,4407.0,3.832923315734164e-05,4.648438914826539e-05
Pertusariales,457,457,0.0315521628498728,-0.3843444227005872,167780.0,9.271895311766171e-57,2.831239461271456e-56
Pezizales,12856,12856,-0.06379622765834775,-0.383643417560863,121611578.0,0.0,0.0
Phacidiales,560,560,0.01487613256674985,-0.341157984009411,246717.0,5.643406157933943e-62,1.7870786166790823e-61
Phaeomoniellales,254,254,-0.02761770032256275,-0.43201102588686485,53933.0,3.194841971749956e-39,8.536218393269414e-39
Phaeotrichales,136,136,-0.0337913343070066,-0.286727683172204,12380.0,1.3825364090562116e-06,1.7256476346614028e-06
Phaffomycetales,8112,8112,-0.0845205479452054,-0.37821934033894183,49406670.5,0.0,0.0
Phallales,613,613,-0.1183606557377048,-0.3114068441064639,267000.5,2.6216635037399055e-37,6.792491805144301e-37
Phyllachorales,97,97,0.0406735751295337,-0.3682051282051282,7863.0,6.674863535458726e-16,1.108156955886837e-15
Physodermatales,152,152,-0.19475900497213955,-0.36703313029267565,13576.0,0.008276256644922382,0.009434932575211516
Pichiales,9920,9920,-0.08367578684398125,-0.38711981566820275,74237834.0,0.0,0.0
Pleosporales,34727,34727,-0.1661290322580644,-0.374806800618238,828349590.0,0.0,0.0
Pneumocystales,365,365,-0.6841420710355179,-0.3812280701754387,33794.0,1.0465249501944611e-30,2.418321168692606e-30
Polychytriales,187,187,-0.1123529411764706,-0.2783417935702199,22302.0,4.065983902984305e-06,5.03828440152403e-06
Polyporales,11587,11587,-0.0474452554744525,-0.303894297635605,97330089.0,0.0,0.0
Pucciniales,2694,2694,-0.3415557969046973,-0.4850368516200806,4272877.5,1.6206836610625209e-29,3.6951587472225477e-29
Pyrenulales,338,338,-0.15115240501917038,-0.3635647699955401,82297.0,3.5436852926879235e-23,7.046164942437616e-23
Racodiales,231,231,-0.07953216374269,-0.3089041095890411,36844.0,1.4118578575245722e-12,2.2354416077472397e-12
Ramicandelaberales,120,120,-0.17102503449635326,-0.26630293107550895,8468.0,0.018426118518903384,0.020460170563197915
Rhizocarpales,140,140,0.0020388565421317,-0.3758816001516731,15849.0,4.3354351827343843e-19,7.971606626318061e-19
Rhizophlyctidales,281,281,-0.2781456953642384,-0.3537037037037038,44127.0,0.015785192295945424,0.017758341332938604
Rhizophydiales,976,976,-0.15730237445122597,-0.29474969474969476,541483.0,1.6408315076204888e-07,2.0938969239037583e-07
Russulales,5177,5177,-0.067612293144208,-0.3145228215767636,18615125.5,1.1698826833442655e-257,7.409256994513682e-257
Saccharomycetales,10896,10896,-0.1653547321655417,-0.4130841121495326,86918259.0,0.0,0.0
Saccharomycodales,1209,1209,-0.0876204238921001,-0.4548302872062663,1206966.0,2.465638469130958e-169,1.2046405092039825e-168
Sanchytriales,28,28,-0.4268200281206061,-0.34513785461369284,336.0,0.3631023416636381,0.3740391591836272
Sareales,78,78,-0.013363821138211301,-0.45942881944444447,5032.0,1.7682109207950624e-12,2.7739822702381255e-12
Sarrameanales,210,210,-0.01308655145437735,-0.35864119601328903,35716.0,4.4424616020067845e-28,9.615961189153926e-28
Schizosaccharomycetales,195,195,-0.1011167512690355,-0.3709523809523809,28348.0,5.007289143560971e-17,8.394572975969864e-17
Sebacinales,1334,1334,-0.1586736192714454,-0.3384222440828226,1200266.5,6.575215819309756e-55,1.9725647457929268e-54
Serinales,29673,29673,-0.1547619047619048,-0.3535407725321889,585983620.0,0.0,0.0
Sordariales,19983,19983,-0.1212698412698412,-0.3658536585365854,287851459.5,0.0,0.0
Spizellomycetales,719,719,-0.086859688195991,-0.3320754716981132,347084.0,2.2309482110150748e-29,5.0196334747839187e-29
Sporidiobolales,1747,1747,-0.0960880195599022,-0.3250000000000001,2196756.0,4.385087525760857e-112,1.6663332597891257e-111
Sporopachydermiales,117,117,-0.1362637362637362,-0.3034993270524898,8909.0,6.708429265419992e-05,8.021967862844884e-05
Symbiotaphrinales,87,87,0.0296296296296296,-0.3506726457399103,6062.0,7.2041116534463675e-12,1.1098226060714673e-11
Synchytriales,118,118,-0.055283866518324745,-0.2636242437332388,9651.0,2.9474141191751566e-07,3.70593981160994e-07
Taphrinales,1158,1158,0.04172120771385475,-0.3273717784056853,1078473.5,7.844667855732718e-142,3.2718004959275486e-141
Teloschistales,2332,2332,-0.12705839675992858,-0.41246950410193534,3996109.0,9.142398768601845e-170,4.59808879244387e-169
Thelebolales,4041,4041,-0.1063745019920319,-0.3189624329159212,11403864.0,1.9765155178039116e-209,1.0562004798264654e-208
Thelephorales,205,205,-0.1180379746835443,-0.3301184433164129,28375.5,8.420606754747017e-10,1.151939004049392e-09
Thelocarpales,149,149,-0.0836363636363636,-0.3567901234567901,15902.0,1.081740922202043e-10,1.567607607597876e-10
Tilletiales,847,847,-0.1675799086757991,-0.3601271571298819,492411.0,2.932418700036559e-40,7.959422185813518e-40
Togniniales,229,229,-0.0565495207667732,-0.3005797101449275,38701.0,1.2318003030210709e-18,2.240828210814927e-18
Trapeliales,1685,1685,0.082716049382716,-0.3604306864064603,2345955.0,5.760256985467079e-236,3.396565325913347e-235
Trechisporales,249,249,-0.1027397260273973,-0.3083538083538082,43182.0,3.294324323625626e-14,5.314428861697944e-14
Tremellales,5221,5221,-0.1647887323943661,-0.3914600550964187,19461549.5,0.0,0.0
Trichosporonales,7579,7579,-0.2434083601286173,-0.3132631578947367,31871637.5,1.3121930893693722e-31,3.1164585872522593e-31
Trigonopsidales,1571,1571,-0.0188022284122562,-0.3655737704918033,1898660.5,1.2352839049861883e-150,5.416244814170211e-150
Trypetheliales,1532,1532,-0.1270265986951583,-0.37040307971014497,1734463.0,3.6222731661681735e-116,1.4077470713971766e-115
Umbelopsidales,469,469,-0.1644244433917575,-0.4028469750889679,152805.0,5.592736596459949e-25,1.1522385036080137e-24
Umbilicariales,1286,1286,0.0653252836473405,-0.3868424401495268,1330593.0,1.2906187322997924e-157,6.130438978424014e-157
Urocystidales,90,90,-0.3303823951511526,-0.4000490979675726,4000.0,0.8873828898185803,0.8926027891704543
Ustilaginales,1513,1513,-0.3283950617283952,-0.3728613569321534,1181905.0,0.12040975229044028,0.12868792276040805
Valsariales,120,120,-0.0200477064220183,-0.3640783762155346,10884.0,7.408682175968328e-12,1.1311470107951643e-11
Venturiales,2053,2053,-0.0907196969696969,-0.3748792270531401,3037423.5,2.0452357150808802e-132,8.327031125686441e-132
Verrucariales,164,164,-0.0991844416562107,-0.42437166567871965,18789.0,4.998666578604352e-10,7.006327745420854e-10
Vezdaeales,166,166,-0.0841463876347597,-0.4721847372132125,21943.0,9.945183987335459e-21,1.8895849575937374e-20
Violaceomycetales,47,47,-0.3390449438202246,-0.4862232779097386,1327.0,0.09320235112667286,0.10087089900418392
Wallemiales,53,53,-0.4533783783783784,-0.4789731051344742,1253.0,0.34002644787383984,0.3523910459783431
Xylariales,37218,37218,-0.11917163116222801,-0.3352618721069775,972519050.0,0.0,0.0
Xylobotryales,156,156,-0.03357771260997065,-0.38697188288836065,19136.0,2.2257269332634547e-18,3.8836663835515384e-18
Xylonales,68,68,-0.1045481252002991,-0.4084710049775552,3511.0,1.8256908452282191e-07,2.3125417372890775e-07
Zoopagales,983,983,-0.3715867158671587,-0.3245283018867924,441315.0,0.0008885463341763403,0.00104338708468974
