order,group,n,has_pfam,has_cazy,has_merops,has_signal_peptide,has_tm_helix
Helotiales,adhesion,31960,0.3968397997496871,0.24637046307884855,0.006007509386733416,0.7228410513141427,0.11295369211514393
Herpomycetales,adhesion,25,0.2,0.16,0.0,0.56,0.12
Holtermanniales,adhesion,111,0.45045045045045046,0.1981981981981982,0.0,0.7657657657657657,0.1981981981981982
Hymenochaetales,adhesion,2325,0.46580645161290324,0.2623655913978495,0.005591397849462366,0.6580645161290323,0.14666666666666667
Hypocreales,adhesion,111096,0.32268488514437965,0.16086987830344926,0.0076150356448477,0.7649420321163678,0.08221718153668899
Hysterangiales,adhesion,227,0.2599118942731278,0.07488986784140969,0.0,0.23788546255506607,0.1013215859030837
Hysteriales,adhesion,371,0.3935309973045822,0.2668463611859838,0.0026954177897574125,0.6954177897574124,0.11320754716981132
Jaapiales,adhesion,90,0.4444444444444444,0.26666666666666666,0.0,0.6333333333333333,0.17777777777777778
Kickxellales,adhesion,12911,0.2835566571140888,0.2835566571140888,0.0016265200216869337,0.6900317558670901,0.08558593447447913
Kriegeriales,adhesion,306,0.37254901960784315,0.11764705882352941,0.0,0.5947712418300654,0.14705882352941177
Lecanorales,adhesion,4757,0.2791675425688459,0.13727138953121715,0.0006306495690561278,0.6085768341391633,0.1429472356527223
Leotiales,adhesion,220,0.45,0.21818181818181817,0.00909090909090909,0.7045454545454546,0.18636363636363637
Leucosporidiales,adhesion,369,0.3035230352303523,0.13008130081300814,0.0,0.7100271002710027,0.11382113821138211
Lichinales,adhesion,394,0.32741116751269034,0.1598984771573604,0.0,0.700507614213198,0.15736040609137056
Lineolatales,adhesion,107,0.3644859813084112,0.24299065420560748,0.0,0.7009345794392523,0.06542056074766354
Lipomycetales,adhesion,1493,0.522438044206296,0.34963161419959815,0.0026791694574681848,0.6925653047555258,0.3382451440053583
Lobulomycetales,adhesion,247,0.32793522267206476,0.06072874493927125,0.008097165991902834,0.562753036437247,0.09716599190283401
Lulworthiales,adhesion,179,0.3743016759776536,0.2569832402234637,0.0,0.8100558659217877,0.11731843575418995
Magnaporthales,adhesion,4288,0.3654384328358209,0.2115205223880597,0.005130597014925373,0.7726212686567164,0.11543843283582089
Malasseziales,adhesion,198,0.37373737373737376,0.2676767676767677,0.0,0.51010101010101,0.2222222222222222
Marthamycetales,adhesion,162,0.4012345679012346,0.2654320987654321,0.012345679012345678,0.7716049382716049,0.12962962962962962
Microascales,adhesion,8572,0.32711152589827347,0.2238684087727485,0.0006999533364442371,0.8145123658422772,0.1189920671955203
Microbotryales,adhesion,451,0.22172949002217296,0.07317073170731707,0.011086474501108648,0.7117516629711752,0.1662971175166297
Microstromatales,adhesion,263,0.2585551330798479,0.08365019011406843,0.0,0.8136882129277566,0.20152091254752852
Microthyriales,adhesion,200,0.27,0.17,0.0,0.695,0.08
Mixiales,adhesion,40,0.3,0.075,0.0,0.725,0.15
Moniliellales,adhesion,86,0.32558139534883723,0.19767441860465115,0.0,0.4069767441860465,0.05813953488372093
Monoblepharidales,adhesion,499,0.27054108216432865,0.08817635270541083,0.022044088176352707,0.5991983967935872,0.312625250501002
Mortierellales,adhesion,4923,0.32764574446475725,0.06256347755433679,0.0008125126955108674,0.6624009750152346,0.2230347349177331
Mucorales,adhesion,8625,0.41379710144927534,0.12718840579710144,0.00023188405797101448,0.6573913043478261,0.17205797101449274
Mycosphaerellales,adhesion,15456,0.3190993788819876,0.1797360248447205,0.0010351966873706005,0.6577380952380952,0.10287267080745342
Myriangiales,adhesion,1644,0.3193430656934307,0.1575425790754258,0.0,0.7001216545012166,0.09306569343065693
Mytilinidiales,adhesion,556,0.38669064748201437,0.21942446043165467,0.0017985611510791368,0.6726618705035972,0.13129496402877697
Neocallimastigales,adhesion,5311,0.48145358689512335,0.08397665223121822,0.004895499905855771,0.45565806816042176,0.08774242138956882
Neolectales,adhesion,36,0.4166666666666667,0.1388888888888889,0.0,0.5555555555555556,0.16666666666666666
Onygenales,adhesion,5353,0.36633663366336633,0.20100878012329534,0.0024285447412665793,0.7450028021670092,0.15841584158415842
Ophiostomatales,adhesion,8935,0.3433687744823727,0.2016787912702854,0.005260212646894236,0.7679910464465585,0.13698936765528819
Orbiliales,adhesion,7964,0.30763435459568056,0.1307132094424912,0.0016323455549974886,0.7736062280261176,0.13648920140632848
Ostropales,adhesion,744,0.3575268817204301,0.1881720430107527,0.004032258064516129,0.717741935483871,0.10080645161290322
Paraglomerales,adhesion,339,0.6106194690265486,0.011799410029498525,0.0,0.36283185840707965,0.23303834808259588
Patellariales,adhesion,126,0.3253968253968254,0.23809523809523808,0.0,0.7063492063492064,0.0873015873015873
Peltigerales,adhesion,538,0.2825278810408922,0.13011152416356878,0.0,0.6022304832713755,0.16356877323420074
Peribolosporales,adhesion,80,0.3,0.1125,0.025,0.6875,0.2875
Pertusariales,adhesion,457,0.3851203501094092,0.19037199124726478,0.006564551422319475,0.7024070021881839,0.13129102844638948
Pezizales,adhesion,12856,0.3757000622277536,0.21950840074673306,0.0017112632233976354,0.7151524579962664,0.15588052271313005
Phacidiales,adhesion,560,0.43392857142857144,0.24464285714285713,0.005357142857142857,0.7892857142857143,0.08928571428571429
Phaeomoniellales,adhesion,254,0.4409448818897638,0.25984251968503935,0.0,0.7598425196850394,0.14173228346456693
Phaeotrichales,adhesion,136,0.25735294117647056,0.18382352941176472,0.0,0.8088235294117647,0.16176470588235295
Phaffomycetales,adhesion,8112,0.6253698224852071,0.11476824457593689,0.016148915187376725,0.7682445759368837,0.1258629191321499
Phallales,adhesion,613,0.3800978792822186,0.2740619902120718,0.0,0.5693311582381729,0.15171288743882544
Phyllachorales,adhesion,97,0.3402061855670103,0.20618556701030927,0.010309278350515464,0.7010309278350515,0.18556701030927836
Physodermatales,adhesion,152,0.46710526315789475,0.046052631578947366,0.0,0.40131578947368424,0.3355263157894737
Pichiales,adhesion,9920,0.5368951612903226,0.12893145161290323,0.009778225806451614,0.7352822580645161,0.1309475806451613
Pleosporales,adhesion,34727,0.3962622743110548,0.23647306130676418,0.0007486969792956489,0.7499352089152532,0.08903734846085179
Pneumocystales,adhesion,365,0.8986301369863013,0.0027397260273972603,0.0,0.273972602739726,0.057534246575342465
Polychytriales,adhesion,187,0.2887700534759358,0.12299465240641712,0.0053475935828877,0.6844919786096256,0.13903743315508021
Polyporales,adhesion,11587,0.4128764995253301,0.21808923793906965,0.006213860360749115,0.7482523517735393,0.14637093294209028
Pucciniales,adhesion,2694,0.21492204899777284,0.085003711952487,0.0033407572383073497,0.43838158871566446,0.14253897550111358
Pyrenulales,adhesion,338,0.363905325443787,0.21005917159763313,0.0029585798816568047,0.7159763313609467,0.11538461538461539
Racodiales,adhesion,231,0.4025974025974026,0.23809523809523808,0.0,0.7445887445887446,0.08225108225108226
Ramicandelaberales,adhesion,120,0.16666666666666666,0.03333333333333333,0.0,0.8666666666666667,0.25
Rhizocarpales,adhesion,140,0.2714285714285714,0.16428571428571428,0.0,0.6,0.17857142857142858
Rhizophlyctidales,adhesion,281,0.4234875444839858,0.21352313167259787,0.0035587188612099642,0.6619217081850534,0.10676156583629894
Rhizophydiales,adhesion,976,0.2899590163934426,0.04815573770491803,0.00819672131147541,0.5973360655737705,0.12807377049180327
Russulales,adhesion,5177,0.4769171334749855,0.24319103728027816,0.006567510141008306,0.6071083639173266,0.14680316785783273
Saccharomycetales,adhesion,10896,0.67318281938326,0.1301395007342144,0.003212187958883994,0.7024596182085169,0.16868575624082233
Saccharomycodales,adhesion,1209,0.707196029776675,0.10752688172043011,0.028122415219189414,0.6757650951199339,0.12985938792390406
Sanchytriales,adhesion,28,0.21428571428571427,0.07142857142857142,0.0,0.10714285714285714,0.0
Sareales,adhesion,78,0.34615384615384615,0.16666666666666666,0.0,0.717948717948718,0.19230769230769232
Sarrameanales,adhesion,210,0.3523809523809524,0.14761904761904762,0.014285714285714285,0.6904761904761905,0.1380952380952381
Schizosaccharomycetales,adhesion,195,0.6,0.17435897435897435,0.0,0.8615384615384616,0.1641025641025641
Sebacinales,adhesion,1334,0.5389805097451275,0.23463268365817092,0.0007496251874062968,0.5292353823088456,0.11619190404797601
Serinales,adhesion,29673,0.5917163751558656,0.10787584672934991,0.0036733731001246926,0.7417854615306845,0.12374886260236578
Sordariales,adhesion,19983,0.41009858379622677,0.24525846969924436,0.007406295351048391,0.7564429765300505,0.11119451533803733
Spizellomycetales,adhesion,719,0.29902642559109877,0.09596662030598054,0.004172461752433936,0.6773296244784422,0.23783031988873435
Sporidiobolales,adhesion,1747,0.432169433314253,0.13680595306239268,0.0,0.7515741270749857,0.11906124785346307
Sporopachydermiales,adhesion,117,0.358974358974359,0.1452991452991453,0.0,0.7863247863247863,0.1623931623931624
Symbiotaphrinales,adhesion,87,0.3563218390804598,0.19540229885057472,0.0,0.5862068965517241,0.12643678160919541
Synchytriales,adhesion,118,0.3474576271186441,0.23728813559322035,0.00847457627118644,0.6610169491525424,0.23728813559322035
Taphrinales,adhesion,1158,0.43523316062176165,0.12176165803108809,0.0,0.6994818652849741,0.1381692573402418
Teloschistales,adhesion,2332,0.32246998284734135,0.1320754716981132,0.001286449399656947,0.7238421955403087,0.13936535162950256
Thelebolales,adhesion,4041,0.47240781984657265,0.2640435535758476,0.002722098490472655,0.7802524127691166,0.10690423162583519
Thelephorales,adhesion,205,0.34146341463414637,0.16585365853658537,0.00975609756097561,0.6292682926829268,0.1902439024390244
Thelocarpales,adhesion,149,0.33557046979865773,0.20134228187919462,0.0,0.7248322147651006,0.12751677852348994
Tilletiales,adhesion,847,0.15702479338842976,0.043683589138134596,0.0,0.7579693034238488,0.2255017709563164
Togniniales,adhesion,229,0.45414847161572053,0.2838427947598253,0.008733624454148471,0.6986899563318777,0.11353711790393013
Trapeliales,adhesion,1685,0.3614243323442137,0.15548961424332344,0.006528189910979229,0.6142433234421365,0.14480712166172108
Trechisporales,adhesion,249,0.5020080321285141,0.2971887550200803,0.0,0.6626506024096386,0.15261044176706828
Tremellales,adhesion,5221,0.45297835663665964,0.1930664623635319,0.0003830683777054204,0.801762114537445,0.14863053054970313
Trichosporonales,adhesion,7579,0.358226678981396,0.1567489114658926,0.004090249373268241,0.8118485288296609,0.10397150019791529
Trigonopsidales,adhesion,1571,0.21578612348822407,0.04519414385741566,0.002546148949713558,0.4532145130490134,0.09548058561425843
Trypetheliales,adhesion,1532,0.3524804177545692,0.21997389033942558,0.0,0.5815926892950392,0.11422976501305483
Umbelopsidales,adhesion,469,0.488272921108742,0.20042643923240938,0.0021321961620469083,0.6332622601279317,0.13646055437100213
Umbilicariales,adhesion,1286,0.3631415241057543,0.16485225505443235,0.0,0.5124416796267496,0.187402799377916
Urocystidales,adhesion,90,0.25555555555555554,0.16666666666666666,0.0,0.6444444444444445,0.13333333333333333
Ustilaginales,adhesion,1513,0.317911434236616,0.23132848645076007,0.0006609385327164573,0.8129543952412426,0.2465300727032386
Valsariales,adhesion,120,0.4083333333333333,0.26666666666666666,0.0,0.7916666666666666,0.14166666666666666
Venturiales,adhesion,2053,0.3010228933268388,0.1914271797369703,0.0,0.6965416463711641,0.1130053580126644
Verrucariales,adhesion,164,0.31097560975609756,0.15853658536585366,0.0,0.6219512195121951,0.17073170731707318
Vezdaeales,adhesion,166,0.3072289156626506,0.18072289156626506,0.0,0.7530120481927711,0.10843373493975904
Violaceomycetales,adhesion,47,0.3404255319148936,0.2127659574468085,0.0,0.6595744680851063,0.2765957446808511
Wallemiales,adhesion,53,0.4528301886792453,0.33962264150943394,0.0,0.7547169811320755,0.09433962264150944
Xylariales,adhesion,37218,0.38032672362835185,0.2212907732817454,0.005776774678918802,0.7326562416035252,0.11045730560481487
Xylobotryales,adhesion,156,0.358974358974359,0.23717948717948717,0.00641025641025641,0.7884615384615384,0.10897435897435898
Xylonales,adhesion,68,0.35294117647058826,0.19117647058823528,0.0,0.6764705882352942,0.1323529411764706
Zoopagales,adhesion,983,0.3031536113936928,0.0508646998982706,0.00508646998982706,0.6856561546286877,0.15869786368260427
Acarosporales,background,382,0.7068062827225131,0.020942408376963352,0.020942408376963352,0.03664921465968586,0.20418848167539266
Acrospermales,background,137,0.781021897810219,0.0364963503649635,0.029197080291970802,0.043795620437956206,0.15328467153284672
Agaricales,background,50905,0.5376092721736568,0.03386700717021904,0.024948433356251843,0.057656418819369414,0.14601709065907081
Agaricostilbales,background,232,0.6724137931034483,0.021551724137931036,0.017241379310344827,0.05172413793103448,0.20689655172413793
Alaninales,background,924,0.8560606060606061,0.030303030303030304,0.03354978354978355,0.04112554112554113,0.20562770562770563
Alloascoideales,background,309,0.8090614886731392,0.019417475728155338,0.05177993527508091,0.022653721682847898,0.1779935275080906
Amylocorticiales,background,241,0.7468879668049793,0.029045643153526972,0.04149377593360996,0.016597510373443983,0.13278008298755187
Archaeosporales,background,575,0.42086956521739133,0.008695652173913044,0.006956521739130435,0.02434782608695652,0.12869565217391304
Arthoniales,background,315,0.6952380952380952,0.02857142857142857,0.01904761904761905,0.06031746031746032,0.13333333333333333
Ascoideales,background,2618,0.8086325439266616,0.030557677616501147,0.03896103896103896,0.05118411000763942,0.1990068754774637
Atheliales,background,644,0.5822981366459627,0.03571428571428571,0.021739130434782608,0.052795031055900624,0.16459627329192547
Atractiellales,background,109,0.6422018348623854,0.03669724770642202,0.009174311926605505,0.03669724770642202,0.13761467889908258
Aulographales,background,360,0.7055555555555556,0.041666666666666664,0.016666666666666666,0.058333333333333334,0.19444444444444445
Auriculariales,background,1623,0.5779420825631546,0.053604436229205174,0.027726432532347505,0.07948243992606285,0.14910659272951324
Basidiobolales,background,953,0.7502623294858342,0.02728226652675761,0.035676810073452254,0.08604407135362015,0.17418677859391396
Blastocladiales,background,786,0.6743002544529262,0.011450381679389313,0.035623409669211195,0.054707379134860054,0.22137404580152673
Boletales,background,25603,0.5835253681209234,0.019255555989532477,0.024801781041284224,0.027692067335859077,0.13057063625356405
Botryosphaeriales,background,8644,0.726399814900509,0.04384544192503471,0.026723739009717723,0.07207311429893568,0.19354465525219805
Caliciales,background,433,0.6535796766743649,0.03002309468822171,0.03002309468822171,0.05542725173210162,0.15473441108545036
Calosphaeriales,background,198,0.8080808080808081,0.05555555555555555,0.03535353535353535,0.050505050505050504,0.23232323232323232
Candelariales,background,357,0.7254901960784313,0.011204481792717087,0.03081232492997199,0.06722689075630252,0.15406162464985995
Cantharellales,background,5954,0.6054753107154854,0.03459858918374202,0.02502519314746389,0.049714477662075915,0.14326503191132012
Capnodiales,background,705,0.7673758865248227,0.0425531914893617,0.02553191489361702,0.05815602836879433,0.19858156028368795
Caulochytriales,background,47,0.6595744680851063,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.0851063829787234
Cephalothecales,background,345,0.7478260869565218,0.05217391304347826,0.03188405797101449,0.07536231884057971,0.19710144927536233
Ceraceosorales,background,82,0.7195121951219512,0.0,0.024390243902439025,0.04878048780487805,0.18292682926829268
Chaetomellales,background,186,0.8333333333333334,0.021505376344086023,0.05913978494623656,0.08064516129032258,0.15591397849462366
Chaetosphaeriales,background,506,0.7470355731225297,0.043478260869565216,0.037549407114624504,0.08102766798418973,0.20948616600790515
Chaetothyriales,background,7050,0.7587234042553191,0.028085106382978724,0.02794326241134752,0.04156028368794326,0.19021276595744682
Chytridiales,background,4990,0.6424849699398798,0.02785571142284569,0.0312625250501002,0.053907815631262526,0.21342685370741482
Cladochytriales,background,667,0.5922038980509745,0.019490254872563718,0.019490254872563718,0.053973013493253376,0.17691154422788605
Cladosporiales,background,5652,0.7376150035385705,0.052547770700636945,0.027600849256900213,0.0697098372257608,0.18630573248407642
Coniochaetales,background,1953,0.7414234511008705,0.044034818228366614,0.02457757296466974,0.06963645673323093,0.1894521249359959
Coniocybales,background,188,0.7553191489361702,0.02127659574468085,0.015957446808510637,0.05319148936170213,0.18085106382978725
Coronophorales,background,1111,0.6948694869486949,0.037803780378037805,0.027002700270027002,0.0774077407740774,0.19891989198919893
Corticiales,background,437,0.6498855835240275,0.04576659038901602,0.02517162471395881,0.059496567505720827,0.16018306636155608
Cyphobasidiales,background,40,0.65,0.0,0.0,0.025,0.1
Cystobasidiales,background,707,0.7567185289957568,0.03536067892503536,0.0297029702970297,0.04101838755304102,0.18528995756718528
Cystofilobasidiales,background,1143,0.7419072615923009,0.03937007874015748,0.031496062992125984,0.03587051618547681,0.19072615923009623
Dacrymycetales,background,361,0.667590027700831,0.024930747922437674,0.030470914127423823,0.05817174515235457,0.16620498614958448
Diaporthales,background,13567,0.736050711284735,0.05763986142846613,0.03125230338320926,0.08329033684676052,0.19952826711874402
Dimargaritales,background,429,0.7575757575757576,0.011655011655011656,0.03496503496503497,0.07925407925407925,0.14219114219114218
Dipodascales,background,15432,0.815772420943494,0.024883359253499222,0.03576982892690513,0.04354587869362364,0.18079315707620527
Diversisporales,background,4759,0.32737970161798696,0.004622819920151292,0.009245639840302584,0.01197730615675562,0.08068922042445892
Dothideales,background,7123,0.7423838270391689,0.04815386775235154,0.030324301558332163,0.05938509055173382,0.18026112593008564
Endogonales,background,611,0.44844517184942717,0.027823240589198037,0.019639934533551555,0.03927986906710311,0.1309328968903437
Entomophthorales,background,1981,0.5668854114083796,0.02221100454316002,0.034326097930338216,0.0812720848056537,0.1332660272589601
Entrophosporales,background,250,0.504,0.008,0.016,0.024,0.092
Entylomatales,background,39,0.8461538461538461,0.0,0.05128205128205128,0.02564102564102564,0.1794871794871795
Eremomycetales,background,87,0.7931034482758621,0.06896551724137931,0.034482758620689655,0.05747126436781609,0.12643678160919541
Erysiphales,background,567,0.6031746031746031,0.012345679012345678,0.026455026455026454,0.03527336860670194,0.10229276895943562
Erythrobasidiales,background,184,0.6630434782608695,0.07065217391304347,0.03804347826086957,0.059782608695652176,0.18478260869565216
Eurotiales,background,65072,0.7798438652569462,0.045703221047455125,0.02981313007130563,0.06226948610769609,0.1928479223014507
Exobasidiales,background,265,0.7018867924528301,0.03018867924528302,0.033962264150943396,0.09433962264150944,0.17735849056603772
Filobasidiales,background,1303,0.7306216423637759,0.04144282425172678,0.02532617037605526,0.04144282425172678,0.15656178050652342
Geastrales,background,307,0.4788273615635179,0.04560260586319218,0.019543973941368076,0.08143322475570032,0.14332247557003258
Geminibasidiales,background,78,0.6794871794871795,0.038461538461538464,0.01282051282051282,0.0641025641025641,0.23076923076923078
Geoglossales,background,919,0.6789989118607181,0.01632208922742111,0.01632208922742111,0.04896626768226333,0.16104461371055495
Georgefischeriales,background,11,0.8181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0
Gloeophyllales,background,269,0.6728624535315985,0.026022304832713755,0.02973977695167286,0.02973977695167286,0.1412639405204461
Glomerales,background,3235,0.4253477588871716,0.0074188562596599695,0.01143740340030912,0.021638330757341576,0.10293663060278208
Glomerellales,background,23969,0.745671492344278,0.05949351245358588,0.030998372898327006,0.10501063874170805,0.20297050356710752
Golubeviales,background,244,0.7336065573770492,0.04918032786885246,0.040983606557377046,0.06557377049180328,0.19262295081967212
Gomphales,background,758,0.4076517150395778,0.018469656992084433,0.011873350923482849,0.018469656992084433,0.07519788918205805
Harpellales,background,1270,0.6708661417322834,0.014173228346456693,0.03543307086614173,0.06062992125984252,0.14803149606299212
Helotiales,background,31960,0.6969336670838548,0.04327284105131414,0.02972465581977472,0.06670838548185232,0.18360450563204006
Herpomycetales,background,25,0.72,0.0,0.0,0.16,0.16
Holtermanniales,background,111,0.6576576576576577,0.036036036036036036,0.036036036036036036,0.04504504504504504,0.24324324324324326
Hymenochaetales,background,2325,0.6318279569892473,0.038279569892473116,0.03096774193548387,0.04989247311827957,0.16043010752688172
Hypocreales,background,111096,0.7473086339742205,0.044051991070785626,0.03193634334269461,0.07588031972348239,0.19234715921365306
Hysterangiales,background,227,0.46255506607929514,0.013215859030837005,0.030837004405286344,0.039647577092511016,0.08370044052863436
Hysteriales,background,371,0.7250673854447439,0.03504043126684636,0.026954177897574125,0.0673854447439353,0.20754716981132076
Jaapiales,background,90,0.7222222222222222,0.07777777777777778,0.022222222222222223,0.03333333333333333,0.13333333333333333
Kickxellales,background,12911,0.744016729920223,0.02586941367825885,0.035860893811478584,0.04724653396328712,0.17636124235148323
Kriegeriales,background,306,0.7483660130718954,0.016339869281045753,0.026143790849673203,0.03594771241830065,0.20261437908496732
